Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7	X8	Y8	Flag8	X9	Y9	Flag9	X10	Y10	Flag10	X11	Y11	Flag11	X12	Y12	Flag12	X13	Y13	Flag13	X14	Y14	Flag14	X15	Y15	Flag15	X16	Y16	Flag16	X17	Y17	Flag17	X18	Y18	Flag18	X19	Y19	Flag19	X20	Y20	Flag20	X21	Y21	Flag21	X22	Y22	Flag22	X23	Y23	Flag23	X24	Y24	Flag24	X25	Y25	Flag25
Tracks 1 to 25																																																																											
40	528.00464	33.027843	 	345.0544	127.938995	 	1191.6517	167.64624	 	1103.9081	169.4725	 	32.462284	205.35321	 	743.786	263.46082	 	229.36429	360.55487	 	489.34662	449.33307	*	609.86017	526.1237	*	489.84006	526.08215	 	260.7748	584.6857	 	133.56705	623.607	 	388.53717	662.27954	 	357.46692	711.2137	 	1088.7329	752.6482	 	1326.1832	772.53	 	1226.0654	796.49884	 	205.67871	823.7904	 	43.60782	826.3571	 	746.7301	861.4233	 	826.5228	915.28033	 	1316.2428	1038.3143	*	79.20596	1031.7812	*	1057.3346	1050.0498	 	1317.4725	1036.4761	 
41	527.9386	34.05109	 	345.09314	127.94892	 	1191.9518	168.57137	 	1103.8607	168.34705	 	32.163136	205.18855	 	744.4854	262.90955	 	228.01363	360.84143	 	490.4775	449.9438	*	609.1667	525.58887	*	488.55637	526.55347	 	260.6416	584.4317	 	134.13623	623.632	 	387.5821	662.3479	 	357.8142	710.48566	 	1088.3129	752.7887	 	1326.9932	771.5687	 	1227.8647	795.78864	 	206.79922	823.43915	 	43.633953	826.1048	 	747.49554	862.09973	*	827.012	913.9215	 	1316.1875	1038.025	*	79.284485	1032.5072	*	1057.298	1050.4591	 	1317.2349	1036.3376	 
42	527.7549	34.739956	 	345.73624	127.8286	 	1192.4336	167.95157	 	1103.4956	168.24385	 	31.735294	205.31723	 	744.22217	262.81207	 	227.46902	361.82236	 	490.49548	450.16818	*	609.161	525.5339	*	489.2072	526.8748	 	261.605	584.17126	 	134.06418	623.5508	 	387.51883	663.4677	 	356.67755	709.7557	 	1088.4414	751.869	 	1326.6764	771.1036	 	1227.395	795.80707	 	208.05698	823.01215	 	42.71467	825.39465	 	746.6477	861.5177	*	827.15027	914.026	 	1316.9375	1037.5875	*	79.71286	1032.9329	*	1057.5458	1050.9697	 	1317.8828	1035.9912	 
43	527.31506	35.312786	 	345.70142	128.76381	 	1192.28	168.04416	 	1103.9711	167.29855	 	30.674974	206.62831	 	744.0994	262.31055	 	227.08661	363.389	 	489.49252	451.05225	*	609.8276	524.5	*	488.17526	526.7389	 	261.16498	583.29974	 	133.75215	623.4312	 	388.0697	664.1103	 	356.01938	709.7626	 	1089.7429	752.44073	 	1327.181	771.3185	 	1226.6836	796.53	 	207.70747	823.8917	 	43.674088	825.6889	 	746.8686	860.4457	*	827.1461	913.83093	 	1316.8026	1038.7236	*	78.9341	1032.467	*	1057.3655	1050.8383	 	1318.0419	1037.0293	 
44	527.795	35.728928	 	345.19794	129.12302	 	1192.9016	168.69144	 	1104.6465	166.22119	 	31.2	206.71666	 	743.34265	261.82608	 	227.3905	363.1066	 	489.4732	450.14584	*	610.783	525.0472	*	488.98572	527.0386	 	260.55243	583.4076	 	134.88176	622.59827	 	388.55722	664.27386	 	355.60745	710.57025	 	1091.1477	750.3749	 	1326.8325	769.3046	 	1226.9897	797.1378	 	206.9197	824.0246	 	43.791172	825.97565	 	747.677	861.0206	*	827.74426	912.98285	 	1316.4734	1037.94	*	78.81313	1032.3268	*	1058.1543	1051.4467	 	1317.6499	1036.1708	 
45	528.1613	36.748848	 	343.93396	128.76941	 	1193.0322	167.56516	 	1104.1903	165.83665	 	30.049364	206.8695	 	743.4415	261.7704	 	226.8158	363.34497	 	489.38376	449.8651	*	610.933	524.1816	*	489.21265	528.12646	 	260.18427	583.783	 	133.85211	623.30566	 	388.6243	665.3743	 	354.5227	710.92126	 	1091.0801	751.0082	 	1325.9857	769.3052	 	1225.9271	796.8525	 	206.009	824.991	 	44.385025	826.3476	 	747.7111	860.7317	*	827.97107	914.1546	 	1316.175	1038.7	*	78.73044	1031.5449	*	1057.8522	1051.4043	 	1317.4637	1037.015	 
46	528.5911	36.270473	 	343.54184	128.92998	 	1194.2856	168.27437	 	1104.1864	165.43208	 	29.641905	207.24571	 	743.8829	261.8257	 	226.98085	364.37643	 	490.45053	449.18967	*	610.7507	524.27765	*	489.2802	528.778	 	260.67944	584.40594	 	132.2322	624.24646	 	389.51108	665.84625	 	354.3937	711.7322	 	1091.4967	750.2974	 	1326.8242	769.6436	 	1225.9373	796.5349	 	205.99538	824.13275	 	44.822033	826.5613	 	747.68384	861.4162	*	828.47314	914.169	 	1317.1154	1038.6282	*	78.6875	1030.8849	*	1058.8334	1051.8309	 	1318.2661	1036.9799	 
47	528.5047	36.50117	 	343.34207	128.43823	 	1194.203	167.0947	 	1103.9171	166.01599	 	29.44004	208.22662	 	743.88947	261.84067	 	226.06577	364.0145	 	490.16013	449.47433	*	609.6116	524.48505	*	489.43832	528.9141	 	261.20984	584.5573	 	131.67522	624.88745	 	389.25278	665.7097	 	352.78125	710.6932	 	1091.9569	750.2408	 	1326.2164	770.1905	 	1226.9292	796.55334	 	206.10767	824.891	 	44.560287	826.7752	 	747.754	860.5925	*	827.64813	914.08545	 	1317.6898	1039.1329	*	78.4182	1032.4393	 	1059.1504	1052.0037	 	1318.7245	1037.5911	 
48	528.2477	36.698837	 	342.2627	128.65277	 	1194.394	166.7345	 	1103.8813	165.57481	 	28.876556	208.54668	 	743.1676	261.8929	 	226.25072	364.1069	 	489.66617	448.88623	*	608.4699	525.1799	*	489.66324	528.3794	 	261.386	585.1097	 	131.76884	624.83997	 	388.7314	665.34436	 	353.17944	710.24896	 	1092.1232	749.4274	 	1326.2921	770.1385	 	1227.887	796.2103	 	206.51059	824.8876	 	45.39628	827.4189	 	747.8403	860.4703	*	827.4899	913.398	 	1317.5972	1039.6666	*	78.86158	1031.7556	 	1059.2867	1052.1838	 	1318.9355	1037.899	 
49	528.25604	35.785225	 	342.69626	128.53436	 	1195.2987	169.24834	 	1104.3009	165.39685	 	30.18	207.948	 	741.2079	261.25095	 	227.33977	363.83688	 	489.61676	448.71707	*	608.22864	526.21625	*	490.02762	527.3953	 	261.03732	584.9088	 	131.79344	624.2621	 	388.51498	664.406	 	352.61066	709.2591	 	1091.4943	748.7825	 	1325.9263	771.01996	 	1227.6132	794.9679	 	206.52533	825.4213	 	44.53075	827.13904	 	748.17645	860.35	*	828.3976	914.08606	 	1318.3472	1039.0139	*	78.82436	1031.1006	 	1059.2473	1051.9326	 	1319.4357	1037.176	 
50	528.51636	35.681286	 	343.5752	127.78224	 	1195.0964	169.33063	 	1104.6516	165.69885	 	31.248783	208.73369	 	740.94745	262.0469	 	227.31047	364.46	 	489.91678	449.8688	*	609.07104	527.4457	*	489.41702	527.56116	 	260.85724	584.31213	 	131.28581	624.32556	 	387.9429	664.45184	 	352.39014	710.8	 	1091.3207	748.57416	 	1326.2731	771.6596	 	1226.9949	794.94073	 	206.34494	825.0098	 	43.72484	827.7536	 	748.1272	860.90643	*	828.02985	914.9233	 	1317.8287	1038.5822	*	79.68965	1031.7916	 	1060.4523	1052.6173	 	1319.0054	1036.642	 
51	528.59955	35.42974	 	343.71463	128.31148	 	1195.2714	169.34825	 	1103.8234	165.38034	 	31.552063	209.82318	 	740.7896	260.81973	 	227.51064	364.48065	 	489.3646	449.1399	*	609.4598	527.3664	*	489.76062	526.5615	 	261.67203	583.72894	 	130.13597	624.2352	 	388.0408	665.65765	 	353.55225	711.1709	 	1091.3351	748.4151	 	1325.8616	770.3982	 	1226.4308	795.63367	 	206.21126	825.2841	 	43.92783	827.8706	 	747.32526	860.6219	*	827.70544	915.2917	 	1319.5	1038.5	*	80.22791	1031.5869	 	1060.1522	1052.7042	 	1320.8732	1036.4716	 
52	529.30396	35.28413	 	342.96863	128.18329	 	1195.7975	169.44797	 	1103.2493	165.41498	 	32.561718	210.22035	 	740.50586	260.60538	 	227.39413	364.4663	 	490.0949	448.5299	*	609.39886	526.53613	*	489.6462	526.85675	 	261.31137	584.23395	 	129.72911	624.01587	 	386.77966	665.62714	 	354.74094	711.26324	 	1091.8977	748.43915	 	1326.8052	770.3974	 	1225.5673	795.9156	 	206.63539	826.35657	 	43.212833	827.8596	 	746.4442	859.52496	*	827.80756	915.4299	 	1319.5625	1037.6562	*	79.98154	1031.7812	 	1059.429	1053.5889	 	1320.9132	1035.6735	 
53	529.9701	35.423798	 	342.81906	127.593254	 	1195.5289	169.27756	 	1103.3843	165.18	 	33.634445	210.88174	 	740.82916	260.95523	 	228.16275	364.85873	 	489.68704	447.4065	*	609.74536	526.46436	*	488.6782	526.8873	 	261.11832	583.73303	 	129.73824	624.02356	 	386.85294	665.4594	 	355.0862	710.5579	 	1092.8376	748.44147	 	1326.7566	770.77057	 	1226.2938	795.5453	 	206.70976	827.49207	 	42.475033	828.6348	 	745.65784	859.6121	*	827.2554	915.7705	 	1319.1478	1037.9929	*	80.22159	1031.5483	 	1060.0465	1052.9713	 	1320.5616	1036.1927	 
54	530.4013	35.265755	 	343.4108	128.15434	 	1196.732	169.02917	 	1104.2852	165.26505	 	33.903828	210.77368	 	741.46484	260.16992	 	228.83398	363.78992	 	489.18515	447.46252	*	609.5162	527.34344	*	488.1638	527.1739	 	261.46762	582.958	 	128.79546	624.0142	 	386.70276	664.86554	 	354.23224	711.09564	 	1092.4142	749.01416	 	1327.3674	770.57587	 	1226.9958	795.4152	 	206.55937	827.53033	 	42.59034	828.027	 	745.848	860.5632	 	827.55023	915.09973	 	1320.069	1037.7587	*	81.040115	1031.8424	*	1060.0586	1053.5759	 	1321.6042	1035.6302	 
55	529.3365	35.82109	 	343.0639	127.87339	 	1195.4482	167.1976	 	1104.349	164.36357	 	33.375244	211.18909	 	741.3738	260.08975	 	229.09529	363.2063	 	488.23367	448.23367	*	609.8243	528.36383	*	487.56833	527.29944	 	261.46146	582.72046	 	128.48303	624.6966	 	386.54938	664.41907	 	353.7725	711.3433	 	1093.5105	748.84357	 	1326.1505	769.9784	 	1227.0803	794.61584	 	205.04762	827.5212	 	42.93406	828.235	 	746.275	861.4088	*	826.5274	915.40045	 	1320.8064	1038.6613	*	80.25	1032.7184	*	1059.5013	1055.3888	 	1322.5216	1036.814	 
56	529.6732	36.01364	 	343.24783	127.95333	 	1195.1503	167.1472	 	1104.7867	163.2147	 	32.791912	211.48619	 	740.9042	259.73654	 	228.40572	363.832	 	488.20758	449.03418	 	609.9917	529.73114	*	487.1984	526.5849	 	261.7676	583.23596	 	129.3441	625.88763	 	385.72772	664.168	 	354.16666	711.61755	 	1093.6089	749.5073	 	1326.0173	769.9165	 	1226.7615	794.3218	 	205.78572	827.7804	 	42.83633	828.2753	 	745.6691	860.60297	*	826.77826	915.858	 	1320.4482	1038.8103	*	80.51002	1032.819	*	1059.1824	1055.8635	 	1321.9893	1036.6855	 
57	530.0077	36.33787	 	342.98026	128.18234	 	1195.0873	168.2913	 	1104.198	162.48387	 	32.782375	212.20302	 	741.63947	259.68298	 	228.34584	364.27478	 	487.24243	449.09976	 	609.6638	529.87775	*	486.2834	526.7092	 	262.00296	582.95917	 	129.64445	625.20544	 	385.89566	665.1409	 	354.76193	712.4863	 	1093.8843	749.5811	 	1326.0817	769.0324	 	1226.5399	793.8658	 	206.0658	827.9329	 	43.237114	828.8132	 	744.4397	860.4353	 	825.7937	914.8436	 	1319.9529	1039.066	*	80.375725	1032.5867	*	1059.8837	1056.863	 	1321.8414	1037.0962	 
58	530.54913	36.218224	 	343.26407	127.73594	 	1195.6708	170.9765	 	1103.827	162.01599	 	32.48718	212.28107	 	740.93256	259.55853	 	229.042	363.998	 	488.23764	448.62296	 	609.5783	529.6126	 	486.29645	527.59735	 	261.38208	582.9633	 	129.04039	625.38855	 	386.3474	666.27655	 	355.2927	713.09753	 	1095.0182	749.8769	 	1325.605	768.2677	 	1226.8419	794.1151	 	205.59906	827.48663	 	42.584637	829.3281	 	744.38367	860.0567	 	824.95544	913.9727	 	1320.125	1039.3125	*	80.231705	1031.8157	*	1059.1184	1056.7394	 	1321.7408	1037.0433	 
59	532.0012	36.335335	 	343.3408	128.01134	 	1195.3417	168.29112	 	1103.8416	161.1628	 	31.318182	212.85065	 	740.2462	259.899	 	228.79518	364.9729	 	487.96182	449.3012	 	608.6734	529.47394	 	485.85663	527.85956	 	261.90762	583.382	 	129.57895	626.0803	 	386.49445	665.49445	 	355.15723	713.0223	 	1094.987	750.46606	 	1325.8972	767.7046	 	1226.1616	794.00806	 	206.20699	827.50134	 	42.37549	829.1161	 	744.11426	860.01385	*	825.70294	913.99927	 	1321.1406	1040	*	80.88177	1032.4031	*	1058.3893	1057.2506	 	1322.5417	1037.9478	 
60	531.0287	36.427032	 	342.89343	128.25293	 	1194.7555	167.20639	 	1103.4633	160.41765	 	30.703077	211.79436	 	740.3926	260.02988	 	227.86917	364.74442	 	488.45215	449.55484	 	609.20135	528.6342	*	484.63342	528.4296	 	262.0765	582.8535	 	129.9869	626.75934	 	386.45493	665.4522	 	355.19907	713.5499	 	1094.1361	751.0254	 	1326.3529	767.57355	 	1226.1047	793.8333	 	204.92245	826.8342	 	41.68048	828.6377	 	743.627	859.3508	 	825.99054	913.00366	 	1321.1825	1039.3889	*	81.0706	1031.5533	*	1057.9994	1057.6042	 	1322.8151	1037.4244	 
61	530.97955	36.057693	 	343.26434	128.10568	 	1195.1923	170.4803	 	1104.0447	161.36383	 	31.741	212.07	 	739.92596	259.84076	 	227.94266	363.94467	 	488.54556	449.63553	 	608.87213	528.6507	 	483.75037	528.5074	 	262.75604	581.4867	 	129.67313	626.68005	 	386.4919	665.1245	 	355.8879	712.64496	 	1095.0931	750.4374	 	1326.731	766.6682	 	1226.0142	793.47876	 	204.41078	826.1405	 	42.630493	828.18445	 	743.6357	859.3717	*	826.7529	913.077	 	1320.4423	1038.1923	*	82.02143	1030.12	*	1058.2319	1057.9738	 	1321.9133	1036.2944	 
62	529.9137	36.005997	 	342.87933	128.03824	 	1195.4994	169.94121	 	1103.3567	161.14545	 	33.219017	211.93993	 	740.8049	259.46213	 	227.34315	363.68982	 	488.45465	449.40265	 	608.6091	528.959	 	484.56485	530.049	 	262.6214	582.44714	 	129.65862	626.3345	 	386.55527	665.56445	 	355.6394	713.7279	 	1095.8203	750.8364	 	1326.2042	766.65	 	1226.0317	793.8619	 	204.43774	826.3331	 	41.683006	828.5719	 	743.6383	859.631	 	826.4403	913.35297	 	1320.517	1037.9237	*	81.6031	1029.8474	*	1058.1122	1057.6547	 	1322.3632	1035.8966	 
63	529.71	36.994507	 	342.82443	127.92147	 	1194.813	166.31897	 	1103.688	162.01457	 	33.66883	212.64986	 	741.7975	259.41068	 	227.8998	363.85223	 	487.76935	450.399	 	607.4309	528.6349	 	484.26532	530.4708	 	261.8431	582.0165	 	129.08171	625.8961	 	387.00397	666.9125	 	355.5586	714.8787	 	1095.406	751.1779	 	1326.7706	766.4702	 	1227.2404	793.74677	 	204.2027	826.65	 	41.557953	828.09973	 	744.42365	859.732	 	826.5789	913.0965	 	1320.3928	1038.3036	*	80.87877	1029.213	*	1058	1057.9293	 	1322.1345	1036.3195	 
64	529.6247	36.19734	 	342.68506	127.93726	 	1195.7865	168.90393	 	1103.9233	162.45036	 	34.194916	213.22482	 	741.83264	259.36386	 	228.93849	363.2308	 	488.5331	449.75458	 	608.2944	528.2186	 	484.7763	529.55554	 	261.1153	581.3265	 	129.42146	625.4369	 	386.8516	667.4853	 	354.74048	713.6386	 	1095.1251	750.83496	 	1327.295	765.73517	 	1227.2096	794.234	 	204.56676	825.88556	 	42.359436	828.1787	 	744.52496	859.29736	 	826.2246	913.29565	 	1319.8137	1037.7157	*	80.87819	1029.3102	*	1059.2114	1057.9994	 	1321.5638	1035.4849	 
65	529.1647	36.99516	 	341.7365	127.88986	 	1195.1749	169.14609	 	1104.2018	162.9856	 	34.334312	212.37646	 	741.35785	259.9619	 	227.63098	364.2058	 	489.18973	449.8348	 	609.7458	529.4151	 	483.76007	529.7184	 	261.00482	581.0434	 	129.76173	625.36346	 	386.59946	667.6183	 	354.8252	713.56775	 	1095.1926	749.985	 	1327.0608	765.89514	 	1226.5425	794.4256	 	205.25203	825.20056	 	42.411842	828.7605	 	744.5486	859.43665	 	826.67004	914.2907	 	1320.1538	1036.9807	*	80.42461	1028.9381	*	1058.8092	1058.2224	 	1321.7563	1034.8385	 
66	529.74243	37.5965	 	342.27625	127.909004	 	1194.9729	169.29918	 	1105.3043	164.24388	 	35.814316	213.41891	 	741.41064	260.1215	 	227.91554	364.66165	 	490.47665	449.39334	 	610.34326	529.5175	 	484.52277	529.45166	 	261.88962	580.7786	 	130.01733	625.9397	 	386.49203	667.5106	 	355.1419	712.7135	 	1095.238	749.89496	 	1326.7819	767.1043	 	1226.571	795.0338	 	205.23569	825.50275	 	43.165794	829.66644	 	744.05524	860.20496	 	826.9877	914.8106	 	1319.18	1036.76	*	80.25719	1028.6322	*	1059.3018	1058.7948	 	1320.7533	1034.8406	 
67	528.6118	38.20231	 	341.81354	127.2465	 	1195.5103	169.2391	 	1105.6488	163.51573	 	35.541626	213.28395	 	741.831	260.3966	 	228.46985	364.56653	 	489.5694	449.3828	 	610.924	528.9893	 	484.62555	528.08344	 	261.75305	581.5584	 	129.66124	626.1153	 	386.07617	667.22186	 	355.46634	712.17163	 	1095.0767	750.85376	 	1327.3932	767.3975	 	1227.2892	795.18854	 	206.56421	825.3593	 	42.642857	829.97	 	743.63165	860.1272	 	825.60046	915.5458	 	1319.2833	1036.5667	*	79.94397	1028.3425	*	1059.4591	1058.933	 	1321.0352	1034.6296	 
68	529.81915	38.03277	 	342.35223	127.94135	 	1195.421	168.99554	 	1105.4656	164.06178	 	35.491043	212.37065	 	741.13306	260.67212	 	228.26025	365.11935	 	490.0969	449.5465	 	610.91565	529.4311	 	485.51688	527.6083	 	262.5774	580.24243	 	130.75883	627.1124	 	386.60223	667.39386	 	355.49597	712.0101	 	1095.9121	750.7436	 	1326.951	767.94934	 	1227.0864	794.87616	 	206.47649	824.9066	 	42.355247	830.17596	 	743.56195	860.3702	*	825.1067	914.84106	 	1319.8279	1036.2213	*	80.40014	1027.2717	*	1059.9214	1059.3857	 	1321.3287	1034.1874	 
69	529.6917	38.844322	 	342.4847	127.99501	 	1195.331	169.01764	 	1105.1427	163.36581	 	36.352444	210.84297	 	740.63495	260.80936	 	227.82465	364.80945	 	490.9473	448.67038	 	610.99884	528.56177	 	485.3766	527.30853	 	262.9187	579.716	 	130.5869	627.29486	 	387.64172	666.60297	 	356.16623	711.60724	 	1096.2676	751.1215	 	1326.3334	767.02936	 	1226.1172	793.7459	 	206.52496	825.03674	 	42.014744	829.10455	 	743.76965	860.4577	 	826.1918	914.20764	 	1320.3	1035.2	*	81.04244	1027.2727	*	1060.1678	1058.6002	 	1321.8914	1033.2885	 
70	528.5397	38.9363	 	342.51727	127.43617	 	1194.8473	169.34552	 	1103.8174	163.07405	 	36.125736	211.52946	 	740.3445	261.18793	 	228.08206	366.19366	 	490.96854	448.3362	 	611.9092	527.9375	 	485.5504	527.41455	 	262.86365	579.8212	 	129.95981	627.5508	 	387.61734	666.22534	 	355.93698	710.4685	 	1096.5829	751.13416	 	1324.772	766.54535	 	1226.137	793.77515	 	205.7731	825.41595	 	41.792847	829.08435	 	743.0568	859.45624	 	825.731	913.59503	 	1320.2847	1034.7461	*	79.28541	1028.1666	*	1059.7776	1058.4688	 	1321.7405	1032.7578	 
71	528.5712	38.402172	 	342.57513	127.96742	 	1195.5547	169.07729	 	1104.1877	162.8488	 	34.5	211.68146	 	741.171	260.21014	 	228.85077	366.0697	 	491.7843	448.24313	 	611.97894	528.0666	 	486.18265	528.38715	 	262.8995	579.5666	 	129.70056	626.3404	 	387.89224	665.61646	 	356.29453	710.526	 	1096.1805	750.6374	 	1323.929	766.96686	 	1226.451	793.35767	 	206.54366	825.43524	 	42.75442	829.4306	 	742.83234	859.8396	 	826.17053	912.78735	 	1320.5	1035.5	*	79.27442	1027.8247	*	1060.8293	1059.021	 	1322.0438	1033.6432	 
72	526.9683	38.22282	 	342.5128	128.22678	 	1196.5128	169.40675	 	1103.3569	161.4453	 	34.487465	211.34282	 	739.78705	259.39352	 	229.30681	366.17947	 	493.43506	447.1327	 	611.87335	527.19495	 	485.67117	528.714	 	262.3012	578.9036	 	130.03445	626.94025	 	387.59225	666.00134	 	355.7352	711.7146	 	1095.431	750.9263	 	1324.5275	767.0988	 	1225.7092	793.00867	 	206.53506	825.831	 	43.092495	829.2064	 	742.65	859.8647	 	825.7121	912.49854	 	1319.8889	1035.1111	*	78.77065	1026.5784	*	1060.8789	1059.8309	 	1321.6866	1033.1934	 
73	526.6591	39.135166	 	342.8254	128.24983	 	1196.5913	166.75414	 	1103.6353	160.7521	 	32.839478	210.37875	 	741.2226	258.63715	 	229.93736	366.51788	 	493.9397	446.79935	 	611.67993	526.22217	 	486.5129	529.4268	 	262.53577	578.6907	 	129.80922	626.92126	 	387.66312	666.3926	 	356.5459	711.9534	 	1095.9708	751.20984	 	1323.0531	766.9081	 	1225.5023	792.7282	 	207.51831	825.62115	 	42.856766	828.9523	 	742.70996	860.3987	 	826.6103	912.6397	 	1321.2119	1034.9576	*	78.12554	1026.7668	*	1061.2506	1059.7056	 	1322.9814	1032.931	 
74	527.60754	39.177418	 	342.56604	128.3613	 	1196.7821	167.36443	 	1103.5974	159.63419	 	32.889374	210.80338	 	740.693	259.11816	 	229.26872	367.1335	 	495.0998	446.5022	 	613.0244	525.854	 	487.3023	529.1662	 	262.13422	579.1045	 	128.85593	626.4802	 	387.8846	666.78815	 	356.47675	711.9651	 	1095.4517	750.1981	 	1322.9252	767.827	 	1225.4359	793.03204	 	207.63277	824.9958	 	43.598766	827.39575	 	742.54114	860.36346	 	826.4414	913.32574	 	1320.4166	1034.5	*	78.6768	1027.6838	*	1061.249	1058.6261	 	1321.854	1032.7268	 
75	527.46277	40.151443	 	342.84186	128.50786	 	1196.5446	167.6798	 	1102.7821	159.33798	 	32.79541	209.74092	 	740.8586	258.84015	 	229.61403	367.7248	 	495.737	445.86102	 	612.1155	526.41296	 	486.60187	529.5617	 	261.79776	580.3019	 	128.48172	626.0851	 	387.05646	667.2473	 	356.17447	712.3331	 	1094.5483	750.3172	 	1322.9064	767.582	 	1225.8157	792.9248	 	207.48863	825.61224	 	43.85695	826.936	 	742.0654	860.90845	 	825.61536	913.89417	 	1320.0254	1033.5	*	79.34	1028.7	*	1060.6385	1059.0253	 	1321.7511	1031.4708	 
76	528.21954	39.579952	 	342.49066	129.45331	 	1196.009	167.9957	 	1102.1714	159.54143	 	32.921307	208.58733	 	739.9582	258.8674	 	230.52505	367.37473	 	495.77597	445.10623	 	613.0472	524.81573	 	486.73242	528.87445	 	262.32666	580.0743	 	128.30672	625.9076	 	387.05972	667.37787	 	355.59445	713.0546	 	1093.4917	750.04553	 	1325.0702	767.5788	 	1226.9932	792.78394	 	207.8169	825.58875	 	44.237347	826.7093	 	742.6689	860.58887	 	825.58307	912.94604	 	1319.8334	1034.0614	*	80.1268	1027.7954	*	1062.0723	1058.4783	 	1321.2701	1032.0337	 
77	528.18616	39.572792	 	342.1852	129.00168	 	1195.7982	167.6303	 	1102.7472	159.54857	 	31.490767	208.00046	 	740.3634	258.84827	 	229.57683	365.82806	 	495.63364	445.19238	 	612.5581	524.3793	 	486.37845	529.14545	 	261.99292	580.263	 	128.29944	624.8245	 	387.08783	667.6054	 	355.9282	712.87317	 	1094.2369	750.1098	 	1325.8533	767.40015	 	1226.1875	792.6134	 	207.43549	825.54626	 	43.004086	826.1049	 	743.2415	861.3715	*	825.2413	913.72095	 	1319.5	1034.5	*	80.30912	1027.1339	*	1062.0416	1058.5181	 	1320.8778	1032.5405	 
78	529.19476	39.86817	 	341.86902	128.93434	 	1196.2316	167.20625	 	1102.7472	158.71893	 	30.627523	207.85138	 	740.36676	258.83673	 	229.43651	365.07266	 	495.47522	446.4197	 	613.01025	524.787	 	486.77325	529.5872	 	262.28177	580.0695	 	128.20041	624.7677	 	387.24063	668.89307	 	356.40054	712.9337	 	1095.3302	750.6152	 	1327.1595	767.4889	 	1225.8322	793.0092	 	207.78291	826.8375	 	43.84819	827.2159	 	742.7224	862.23047	 	824.57837	913.6756	 	1319.8854	1034.4789	*	79.25	1028.2343	*	1061.3713	1059.2561	 	1318.5588	1036.4706	*
79	529.4928	39.312725	 	342.34598	129.35794	 	1196.2836	167.58136	 	1103.2043	158.58345	 	29.80853	207.50635	 	741.06696	258.16733	 	228.5349	365.8586	 	496.89407	445.29883	 	613.13226	524.28925	 	486.5393	529.61646	 	262.71872	580.291	 	127.950424	623.7677	 	387.3522	669.3442	 	355.5908	712.79736	 	1094.444	750.98785	 	1327.8711	766.6954	 	1226.3105	793.32776	 	207.54207	827.21246	 	43.85528	826.1008	 	742.7777	862.0628	*	825.4783	915.02026	 	1319.8942	1033.9982	*	80.04121	1028.6882	 	1061.3485	1059.4757	 	1318.7134	1035.74	*
80	528.6025	39.542404	 	342.7397	129.35954	 	1195.3091	166.9288	 	1101.8934	159.39915	 	28.69704	207.52682	 	740.2078	258.32825	 	228.03102	366.15036	 	496.74106	446.42123	 	612.67993	524.6862	 	486.10455	529.15576	 	263.12085	581.2178	 	127.63533	623.06836	 	386.60666	669.188	 	355.58688	712.65375	 	1094.6458	751.6515	 	1327.4855	766.8219	 	1227.1443	792.8349	 	207.73422	826.4972	 	44.2948	825.4685	 	742.8707	861.6167	*	825.7235	915.6412	 	1319.4795	1033.1724	*	80.12608	1028.7957	 	1060.5049	1059.0813	 	1318.2324	1035.2324	*
81	529.4742	39.857983	 	342.4773	129.32979	 	1196.1407	167.2048	 	1101.7279	158.6955	 	28.500956	207.1348	 	739.83167	258.3112	 	228.27737	365.7631	 	497.3408	445.6651	 	612.6254	524.38007	 	486.37427	528.0234	 	263.02115	580.75995	 	128.01768	623.2214	 	386.48178	668.2253	 	355.39825	711.2028	 	1095.1193	751.67737	 	1327.2139	767.0679	 	1227.2148	793.6327	 	206.90363	826.72064	 	45.489056	825.381	 	742.93317	861.4637	 	824.9069	915.71356	 	1319.718	1032.7	*	81.64448	1028.9773	 	1061.155	1058.994	 	1318.3356	1034.3356	*
82	529.40875	40.598343	 	343.0645	129.36671	 	1196.3582	167.15672	 	1102.315	159.00847	 	28.24169	206.14862	 	738.7302	257.5812	 	227.55006	365.9713	 	497.285	445.1376	 	611.7013	524.6815	 	485.4869	528.7151	 	263.6256	580.7402	 	127.71173	623.1352	 	386.5928	667.5902	 	356.00134	711.378	 	1095.5114	750.9859	 	1327.5927	768.0969	 	1228.0471	793.733	 	206.26447	826.92285	 	46.201073	825.70374	 	742.74225	861.2533	 	824.8435	916.4476	 	1320.6754	1032.8778	*	81.536674	1028.067	*	1060.1321	1058.6931	 	1319.3116	1034.8334	*
83	529.5355	40.219193	 	343.43893	129.34772	 	1195.8896	166.13527	 	1101.0936	158.9697	 	28.254303	205.79158	 	738.9308	257.79132	 	227.5716	365.473	 	498.47293	445.0621	 	611.2056	524.73706	 	485.55685	529.26385	 	263.99756	580.7221	 	128.16525	623.2599	 	386.55664	667.78986	 	356.2856	710.22833	 	1094.8865	752.2508	 	1326.5874	767.702	 	1228.3228	794.3168	 	206.64627	827.11743	 	45.840054	825.16266	 	742.62024	860.89294	 	825.16077	916.6718	 	1320.7174	1032.1721	*	79.95465	1028.8593	*	1060.7368	1059.339	 	1319.2462	1034.2015	*
