Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7	X8	Y8	Flag8	X9	Y9	Flag9	X10	Y10	Flag10	X11	Y11	Flag11	X12	Y12	Flag12	X13	Y13	Flag13	X14	Y14	Flag14	X15	Y15	Flag15	X16	Y16	Flag16	X17	Y17	Flag17	X18	Y18	Flag18	X19	Y19	Flag19	X20	Y20	Flag20	X21	Y21	Flag21	X22	Y22	Flag22	X23	Y23	Flag23
Tracks 1 to 23																																																																					
90	840.7489	108.87246	 	729.0468	143.14696	*	1088.3707	187.20192	 	33.7261	254.077	 	650.40265	262.85544	 	1368.1707	299.701	 	922.4456	320.50998	 	157.59966	365.84497	 	402.2704	384.44638	 	606.4961	384.932	 	990.0915	434.4927	 	463.05698	492.50558	 	362.15887	535.8361	 	764.87354	578.1843	 	893.4069	698.39575	 	1232.035	720.1807	 	639.91797	756.329	 	76.87914	838.19037	 	1218.6703	877.988	 	1315.2728	915.9709	 	731.5784	955.9723	 	823.88074	1033.8783	 	1143.9783	1054.3958	 
91	841.4388	110.11417	 	729.6617	144.09239	*	1088.9965	187.96407	 	32.875504	254.79845	 	650.7797	264.2027	 	1368.3236	299.60233	 	922.9408	321.17593	 	158.96324	368.39813	 	402.71094	384.1596	 	606.6859	386.05444	 	989.87634	435.64862	 	462.36414	492.45935	 	362.10486	535.98724	 	765.0765	578.9316	 	893.7595	697.6709	 	1232.2461	721.12665	 	639.7923	757.899	 	78.04801	838.4338	 	1219.6871	878.8777	 	1316.2446	917.2747	 	732.0568	956.00226	 	823.0992	1033.6743	 	1143.3109	1054.0452	 
92	841.7118	109.31937	 	731.3344	143.28642	*	1089.4896	188.07135	 	32.770596	254.73741	 	652.74567	262.70367	 	1368.5598	299.65338	 	922.89624	321.50778	 	161.21011	367.30673	 	403.451	383.68652	 	606.38696	385.35153	 	988.8973	435.0926	 	463.2748	492.74136	 	362.1686	535.8869	 	765.08875	578.36145	 	894.3992	697.82605	 	1232.696	721.26465	 	641.0523	757.4835	 	78.174576	839.03394	 	1220.0636	878.24805	 	1315.7899	917.5466	 	732.45685	955.7085	 	822.8917	1033.6095	 	1142.9215	1054.4304	 
93	841.46655	109.477905	 	728.125	143.74835	*	1088.8622	188.23643	 	31.899769	254.3341	 	651.0649	262.5214	 	1367.688	299.39655	 	922.1442	320.82407	 	155.50595	368.90222	 	402.406	382.5406	 	604.896	384.63422	 	987.07623	434.75504	 	463.24792	492.15387	 	361.4688	535.95154	 	764.9356	578.2696	 	893.2774	697.927	 	1231.25	721.6145	 	638.8753	756.9937	 	77.40889	839.0631	 	1219.408	877.9376	 	1314.9757	918.4947	 	732.5714	955.599	 	820.96387	1033.5867	 	1141.5056	1054.8239	 
94	842.6588	109.79269	 	732.11206	143.91342	*	1089.9529	188.55075	 	33.752434	254.64081	 	654.8166	262.13943	*	1369.1094	299.42508	 	922.8983	320.7011	 	161.69098	369.21973	 	403.99612	382.2089	 	606.3042	384.54288	 	988.7046	435.20883	 	463.88287	492.8734	 	362.61548	536.94684	 	765.3955	578.2174	 	895.43524	698.55597	 	1233.8597	722.0723	 	641.2566	757.88776	 	79.35471	838.8322	 	1221.0647	878.04126	 	1316.3862	919.01996	 	733.67303	956.1484	 	822.39886	1034.512	 	1143.3185	1055.013	 
95	840.7932	109.33955	 	728.3275	143.37065	*	1088.9777	187.79411	 	32.70785	253.67436	 	650.6355	260.55228	 	1368.4889	298.3323	 	921.22327	320.68597	 	157.23271	368.28308	 	402.74054	381.5306	 	604.96185	384.43387	 	987.8182	434.2465	 	463.18115	492.5379	 	361.86374	536.2187	 	764.25977	578.1539	 	894.3247	698.4882	 	1232.6095	722.2118	 	640.1172	756.4054	 	78.02536	838.516	 	1219.5472	877.75183	 	1315.6301	918.03345	 	732.59595	955.8687	 	820.1379	1034.4137	 	1142.1693	1054.9363	 
96	841.198	109.79971	 	728.14325	143.32782	*	1089.5857	188.68822	 	32.273876	254.39241	 	650.87164	262.76053	 	1368.8278	299.68542	 	920.43555	321.00055	 	157.37639	369.93777	 	401.81076	382.09824	 	604.9648	385.2617	 	987.4631	435.02658	 	462.873	493.2871	 	362.09366	536.90216	 	764.20935	578.22046	 	894.8179	699.44476	 	1233.2705	723.1209	 	640.2349	758.154	 	78.09571	838.8614	 	1219.465	877.94275	 	1315.6074	917.7169	 	732.6334	955.46844	 	820.186	1035.5824	 	1141.9143	1055.1902	 
97	841.62274	109.98134	 	729.09076	143.50677	*	1089.8948	189.14375	 	33.163776	253.91884	 	652.73376	262.27298	 	1368.8212	299.53723	 	920.4076	321.1804	 	160.99132	367.97482	 	402.2695	382.08908	 	605.38934	385.08145	 	988.2264	434.9573	 	463.42294	493.4799	 	362.61514	537.09064	 	764.2182	578.238	 	895.3119	699.2472	 	1234.3749	722.07153	 	641.6604	757.2091	 	79.05159	838.5785	 	1219.4031	878.26	 	1315.4762	917.8342	 	733.542	955.1616	 	820.53467	1034.5454	 	1142.6515	1055.1691	 
98	840.49207	109.780136	 	726.8041	144.2554	*	1089.3384	189.36137	 	32.581036	253.79884	 	649.86554	263.05475	 	1367.1836	300.2151	 	920.0916	320.66714	 	156.68718	368.62225	 	401.77277	381.51285	 	604.3065	385.36728	 	987.90784	434.50955	 	463.02148	493.5374	 	362.16833	536.281	 	763.68524	579.0533	 	895.03265	699.8349	 	1232.8192	721.81616	 	640.4975	756.9501	 	78.43541	838.73535	 	1218.2659	878.1768	 	1314.981	918.14764	 	733.09045	954.92303	 	820.8871	1033.9242	 	1141.673	1055.9386	 
99	841.8409	110.28466	 	730.5039	144.81593	*	1090.3197	189.12575	 	33.334488	253.77106	 	653.3516	263.76712	 	1368.7719	300.4433	 	921.8815	321.10468	 	162.24048	368.53455	 	403.2181	381.62033	 	605.69293	385.98932	 	988.87946	435.162	 	464.0341	494.44412	 	363.31998	536.6976	 	764.2401	579.8975	 	896.3313	700.4339	 	1234.4762	721.8309	 	641.8769	757.8931	 	78.75491	839.05347	 	1219.6847	878.15295	 	1315.753	918.50055	 	734.1964	955.24243	 	822.63306	1034.6229	 	1143.6406	1056.3588	 
100	841.1246	109.22014	 	727.51776	143.85864	*	1088.6191	188.6694	 	31.50689	252.82663	 	648.94196	262.3411	 	1366.9062	299.40677	 	921.0423	320.897	 	156.79303	366.68723	 	402.4265	380.97662	 	604.8615	385.57614	 	988.5095	434.94724	 	462.44275	493.9269	 	362.47327	536.31335	 	763.2009	579.7062	 	895.04974	699.69775	 	1232.3658	720.6988	 	640.32764	757.97986	 	77.172844	838.80804	 	1218.1835	877.10974	 	1315.2584	918.1382	 	732.85736	955.0695	 	820.5339	1034.4644	 	1142.3058	1055.9746	 
101	841.73553	108.94791	 	729.1963	144.06497	*	1089.6802	189.30997	 	32.517868	253.06197	 	649.99493	263.58057	 	1367.1827	299.9082	 	922.28845	320.36786	 	159.29965	368.0882	 	403.35117	380.8289	 	605.7172	386.2963	 	989.643	435.90616	 	461.60968	494.37018	 	362.964	536.63525	 	764.1516	580.1522	 	895.53705	699.7481	 	1233.3046	722.02167	 	640.2046	758.6786	 	78.02712	838.7559	 	1218.7183	876.99133	 	1315.3805	918.5722	 	733.5963	956.2973	 	821.1605	1035.3843	 	1143.6938	1056.7158	 
102	842.36127	108.28539	 	731.1799	143.81326	*	1090.023	188.92966	 	32.697586	252.83832	 	651.75433	261.82144	 	1366.741	299.2902	 	922.71466	320.0524	 	162.72115	366.24625	 	404.02618	380.18542	 	605.38605	385.63367	 	989.3912	435.6419	 	462.92432	493.70404	 	363.7859	536.4887	 	764.7897	580.9522	 	896.272	699.5154	 	1234.7318	720.4744	 	640.931	757.8919	 	79.294426	838.50275	 	1219.2501	875.85895	 	1315.4481	917.8445	 	733.9112	955.879	 	822.6408	1035.9446	 	1143.578	1056.0038	 
103	841.39087	108.28795	 	729.1806	144.37466	*	1089.6199	188.1683	 	31.452188	252.97926	 	648.69	262.3143	 	1365.6401	300.11606	 	922.751	319.72714	 	159.11752	367.7602	 	403.3513	380.18756	 	603.99176	385.61047	 	988.033	434.79843	 	461.82074	492.45108	 	363.10486	535.88763	 	764.69366	581.1386	 	895.337	699.64136	 	1232.6892	720.12634	 	640.2155	757.87683	 	77.77382	838.7787	 	1218.4872	874.9512	 	1314.7207	917.2644	 	732.8472	955.21027	 	822.06335	1036.1919	 	1142.1884	1056.1208	 
104	842.28906	108.12422	 	731.84973	143.42021	*	1091.0345	189.13446	 	32.448643	253.90393	 	651.4835	261.61768	 	1367.2175	300.6133	 	923.13135	319.8132	 	161.86606	367.16754	 	403.42865	380.70737	 	604.8258	385.60748	 	987.972	435.2749	 	462.3183	492.97604	 	363.37198	536.1933	 	765.10547	581.067	 	896.3517	699.646	 	1233.7018	720.5693	 	641.9917	758.4748	 	78.74726	838.51917	 	1218.7139	874.568	 	1315.312	918.07196	 	733.37836	956.176	 	822.64716	1036.5317	 	1142.5708	1056.4469	 
105	841.6529	107.52548	 	730.8855	142.20676	*	1090.3104	187.8071	 	31.868391	252.7046	 	649.98944	260.29184	 	1366.2538	299.49832	 	922.2728	319.1216	 	158.91032	366.0457	 	403.1637	380.28934	 	603.81213	385.0273	 	987.2553	434.92255	 	461.986	492.42386	 	363.00607	535.2432	 	764.9161	580.37897	 	895.80853	698.3824	 	1232.3986	719.68945	 	640.8093	757.1445	 	77.98035	838.0519	 	1219.0886	874.55115	 	1315.0328	916.7555	 	732.8667	954.7761	 	821.99084	1035.1702	 	1142.7386	1055.9785	 
106	842.00653	107.90648	 	732.0825	143.09073	*	1090.1226	188.78555	 	31.730991	253.07085	 	651.06146	262.02078	 	1366.3611	300.46844	 	922.50055	319.5847	 	160.07278	368.79462	 	403.08008	381.5128	 	604.1014	385.3058	 	987.16797	435.5691	 	461.8638	493.08218	 	363.38324	535.3232	 	764.49567	580.1186	 	895.2149	698.99054	 	1233.1754	720.9622	 	641.51886	757.9888	 	78.146095	838.1723	 	1219.6641	875.4872	 	1315.5116	917.8079	 	733.35266	954.6839	 	822.6257	1036.1805	 	1143.8025	1056.2849	 
107	842.73083	107.8809	 	733.101	141.78572	*	1090.5844	188.48193	 	31.674465	253.05864	 	651.59906	260.163	 	1367.0203	300.85956	 	922.5749	320.07214	 	161.604	366.19736	 	402.8638	381.95236	 	605.063	385.6504	 	987.0897	435.0791	 	461.75708	492.86258	 	363.21054	535.1468	 	764.3424	580.2732	 	895.2471	699.06085	 	1233.177	721.34705	 	642.0612	756.37085	 	77.32873	836.93524	 	1218.804	875.42847	 	1315.0754	917.3338	 	733.1472	955.03204	 	822.55884	1035.6017	 	1144.132	1056.1085	 
108	840.6828	108.60357	 	729.7016	142.23387	*	1090.0322	189.22543	 	31.441921	252.99857	 	647.8224	261.39478	 	1366.397	301.08456	 	921.71765	319.6027	 	156.1815	366.8459	 	401.8	381.85364	 	604.1714	385.27243	 	986.57697	434.87695	 	460.77612	491.8139	 	362.17627	535.57385	 	763.8055	580.1166	 	893.31506	698.5076	 	1231.4927	721.64453	 	641.4403	756.0095	 	75.88822	836.1074	 	1218.0803	875.40106	 	1315.1941	917.15375	 	733.157	954.47424	 	820.9334	1036.0398	 	1143.3235	1056.1855	 
109	842.0462	109.26858	 	732.5766	142.63342	*	1091.3363	190.13829	 	32.869728	253.12045	 	651.8098	262.44717	 	1366.7855	301.30692	 	922.6912	320.19235	 	161.33476	366.6747	 	403.29834	382.6493	 	605.3388	386.59445	 	986.86096	435.80554	 	461.70102	492.0226	 	362.84152	535.76373	 	765.00555	579.87146	 	893.96783	698.5071	 	1233.2285	720.8211	 	643.15204	756.32446	 	77.22222	836.68097	 	1220.3109	875.4699	 	1316.4341	917.56903	 	734.1659	954.9057	 	822.85596	1035.3398	 	1145.1138	1056.6022	 
110	841.0619	108.93189	 	732.07263	142.75908	*	1091.276	190.18361	 	32.159954	253.22382	 	651.0771	261.41397	 	1365.952	300.7111	 	922.7272	319.17313	 	160.54178	366.1736	 	402.33203	381.99612	 	605.36896	386.18832	 	987.0831	434.93146	 	461.6121	491.02887	 	362.2847	535.1539	 	764.0933	579.133	 	893.6672	697.58124	 	1232.6117	720.1448	 	643.0508	755.1449	 	76.41758	836.78876	 	1220.8357	875.2691	 	1316.1481	917.29474	 	734.2323	954.0853	 	821.8549	1035.123	 	1144.0254	1056.4	 
111	841.56647	108.69886	 	732.47095	142.85092	*	1089.9043	191.157	 	32.4146	254.15378	 	650.5309	262.60324	 	1366.2805	300.80228	 	923.26306	319.28912	 	160.7665	368.33554	 	402.08582	381.63696	 	605.37085	387.13425	 	987.49493	434.96835	 	461.81525	491.4972	 	362.73013	535.9411	 	764.25885	579.4882	 	893.4716	697.568	 	1232.9083	720.57166	 	642.68585	756.5505	 	76.90197	836.7512	 	1220.7046	876.2915	 	1316.593	916.9551	 	734.162	954.78046	 	821.8895	1037.03	 	1142.6628	1056.4828	 
112	841.8815	108.057396	 	734.4715	141.61658	*	1089.8424	191.56937	 	32.869816	254.46602	 	651.2842	260.80234	*	1366.3153	300.5249	 	923.052	319.57736	 	162.59404	365.76315	 	403.10034	381.63974	 	605.5707	386.59558	 	987.7605	434.65854	 	462.28778	491.79443	 	362.65976	536.4693	 	764.11884	578.9468	 	893.41986	696.611	 	1233.9707	720.5883	 	643.57526	755.6672	 	76.6775	837.1636	 	1221.8582	876.1687	 	1316.7329	916.98016	 	733.69696	953.74536	 	822.62463	1037.0342	 	1143.2592	1056.3367	 
113	840.6724	108.441574	 	732.3588	141.30475	*	1088.3862	191.38297	 	31.763824	254.97523	 	652.65955	261.12482	*	1365.3131	300.5376	 	922.40576	319.31985	 	159.01091	367.93143	 	402.6547	381.06873	 	604.7126	386.02664	 	987.31177	433.9689	 	462.17673	492.7735	 	361.38898	536.32306	 	763.5298	578.7951	 	892.26385	697.09247	 	1232.94	720.8478	 	641.886	756.0244	 	76.93845	838.05664	 	1220.9388	876.3632	 	1316.2179	917.40546	 	732.7929	953.31433	 	821.6479	1037.8574	 	1141.9877	1056.2441	 
114	842.1985	108.94108	 	737.0526	141.58717	*	1090.116	191.54443	 	32.61877	255.76941	 	653.8396	261.64926	*	1366.053	301.2652	 	922.79877	319.68005	 	165.35664	368.28802	 	404.3131	380.99173	 	606.03375	386.67242	 	988.1378	434.4196	 	463.1981	492.68137	 	361.95755	536.71234	 	764.4071	579.01953	 	893.6672	696.904	 	1234.3895	721.76776	 	644.3923	755.9321	 	78.42002	839.05115	 	1222.7277	876.7774	 	1317.438	917.51855	 	733.24774	953.56573	 	823.20795	1039.6879	 	1143.5029	1056.6843	 
115	841.3838	108.92849	 	733.93994	140.8961	*	1089.2238	190.77893	 	31.524277	254.79306	 	653.79553	261.1399	 	1364.7101	300.73373	 	921.8803	318.78174	 	161.42099	366.77832	 	403.57147	380.36713	 	605.5295	385.2473	 	987.95197	433.64526	 	463.11957	492.45084	 	361.2131	536.7369	 	764.26196	578.6432	 	892.47687	695.9043	 	1232.0975	721.24133	 	643.77356	754.9839	 	77.25862	838.7792	 	1221.2872	876.238	 	1316.9186	917.17566	 	732.8595	953.3385	 	821.30505	1039.1255	 	1141.4882	1056.4121	 
116	841.1727	110.03614	 	733.9072	141.98692	*	1088.8622	190.77397	 	31.996258	255.5639	 	650.0579	262.76666	*	1364.6648	301.00137	 	921.24335	319.17206	 	161.14793	368.74582	 	403.44995	380.42102	 	605.4716	385.35178	 	988.1855	434.19608	 	463.17822	492.47766	 	361.30807	537.09326	 	764.2958	579.0223	 	892.6693	696.27936	 	1233.3136	722.617	 	643.3442	754.9991	 	76.76572	839.62683	 	1220.9396	877.412	 	1317.3611	916.8611	 	733.12994	953.9466	 	821.80084	1040.0535	 	1141.8447	1056.907	 
117	842.9019	109.388824	 	737.2717	141.32382	*	1089.0925	190.44414	 	32.829678	255.60104	 	653.0769	260.65433	 	1365.7404	301.5796	 	921.3794	319.1448	 	164.5725	366.19955	 	403.18417	380.52628	 	606.39874	384.92493	 	988.4451	433.8337	 	463.7195	493.09387	 	361.39954	536.28076	 	764.3243	578.9233	 	892.287	696.4201	 	1235.3944	720.9472	 	644.13477	753.915	 	77.40044	839.9557	 	1221.8197	877.0227	 	1317.6376	917.7508	 	734.12976	954.3073	 	822.01215	1039.3904	 	1143.0049	1057.2833	 
118	841.55646	110.04991	 	736.0825	141.70375	*	1087.6259	190.30186	 	31.794798	255.25029	 	650.6266	260.91455	 	1364.9434	302.5564	 	920.68964	318.57196	 	160.97447	367.853	 	402.63535	380.6275	 	606.23065	385.18863	 	988.65326	433.2555	 	462.85358	492.3831	 	360.39505	536.1404	 	764.2748	578.44	 	891.33185	696.41974	 	1234.8102	722.01263	 	642.9811	754.5775	 	77.10561	839.2052	 	1221.613	876.0109	 	1317.0884	917.3797	 	733.2927	953.9436	 	820.97833	1039.8217	 	1142.7438	1057.3296	 
119	842.6218	110.27803	 	737.9076	142.58607	*	1088.0675	190.7354	 	32.555458	255.82928	 	653.4039	261.14807	 	1365.5127	303.073	 	920.9779	318.5302	 	165.15205	367.65512	 	403.71304	380.7348	 	607.3145	385.85394	 	989.26636	433.12857	 	463.58685	492.9694	 	360.47546	535.91125	 	764.48517	578.71124	 	892.96173	697.1767	 	1236.3014	722.356	 	643.7692	754.85956	 	77.998634	837.94116	 	1222.6548	875.8337	 	1317.6395	917.9117	 	734.6371	954.09656	 	821.97687	1039.691	 	1144.4957	1057.2336	 
120	841.1571	108.93693	 	735.38586	140.58171	*	1088.0576	190.15866	 	31.96748	255.11847	 	650.5269	259.02716	 	1365.2904	302.9615	 	919.5785	317.75168	 	161.38028	366.03488	 	402.94315	380.68228	 	606.1356	386.0789	 	988.9961	432.47418	 	462.93893	492.25403	 	359.28088	535.78235	 	764.1679	578.451	 	891.89325	696.85834	 	1235.7716	721.1595	 	642.64954	754.05206	 	77.75218	836.7871	 	1221.7067	874.7504	 	1316.8777	917.09375	 	733.0813	953.6872	 	820.44116	1038.9094	 	1143.1151	1056.7325	 
121	841.17505	109.00774	 	736.69586	141.69202	*	1088.3392	190.13487	 	32.86994	255.27861	 	651.62427	260.68454	 	1366.0917	303.5155	 	919.81464	318.03607	 	162.45663	368.13718	 	403.57175	380.9405	 	606.7624	386.2009	 	989.67676	432.88815	 	463.08997	492.7802	 	359.39774	535.7922	 	764.1592	578.1909	 	891.2522	696.92596	 	1237.5332	722.1861	 	642.46173	754.4179	 	77.97078	836.84845	 	1222.3572	875.5498	 	1316.8834	917.4167	 	733.3881	954.2173	 	820.3963	1039.6511	 	1143.5316	1056.8395	 
122	842.30597	108.163605	 	739.6262	140.36246	*	1088.9517	189.94022	 	33.65732	254.9789	 	654.8147	259.88632	 	1366.2914	302.58887	 	920.9423	317.7223	 	165.8177	366.8283	 	403.97604	381.31494	 	607.9268	385.55087	 	990.10474	432.97388	 	463.09467	493.3374	 	359.8268	536.0884	 	764.8458	577.79047	 	892.45746	696.8196	 	1237.8695	722.62585	 	643.10706	753.7227	 	77.814	835.9322	 	1222.7308	875.71014	 	1316.7965	916.8891	 	733.4318	954.09106	 	820.8142	1039.8805	 	1143.9554	1056.6729	 
123	841.31726	107.965515	 	736.78735	140.3555	*	1088.0785	189.4144	 	32.1475	253.9353	 	649.78754	260.70193	 	1364.2332	301.99097	 	919.63464	316.47208	 	159.07193	368.00742	 	402.6526	380.8069	 	607.2683	386.115	 	989.39703	432.74622	 	461.6737	493.00613	 	358.81638	536.14276	 	765.08606	577.59564	 	890.7401	696.6813	 	1236.6132	722.67194	 	641.21027	753.3807	 	75.55246	836.1273	 	1221.2931	876.2601	 	1316.4036	916.88794	 	732.76117	953.346	 	819.698	1039.8151	 	1142.3815	1056.8842	 
124	843.21	108.33782	 	740.03455	140.39638	*	1088.617	190.49016	 	34.36145	254.14928	 	653.2217	261.466	 	1364.7142	302.69492	 	919.53125	317.2288	 	162.88448	367.83966	 	402.72446	381.23813	 	608.2268	385.57974	 	990.3796	433.03958	 	462.8934	493.29407	 	359.2781	536.73816	 	765.75726	579.11444	 	891.7567	696.81244	 	1238.93	722.8505	 	642.66473	754.4457	 	76.238914	836.16394	 	1222.5691	876.61536	 	1317.3083	917.2533	 	733.02106	953.52356	 	821.0215	1040.3875	 	1142.9961	1057.3099	 
125	841.572	108.337715	 	739.38855	139.46393	*	1088.3933	190.16086	 	33.78926	253.94919	 	650.7955	259.32855	 	1364.635	301.64996	 	920.1162	316.9722	 	159.6936	364.48703	 	403.31186	380.65173	 	607.72284	384.46735	 	989.8189	432.5028	 	462.6636	493.25824	 	358.3121	536.1355	 	764.99164	578.4135	 	890.4953	696.155	 	1239.0557	722.51794	 	642.18555	753.8366	 	75.664185	835.4636	 	1222.6508	876.2486	 	1316.5327	915.70264	 	732.7623	952.98883	 	821.21124	1040.282	 	1141.9955	1057.3234	 
126	842.52985	109.73051	 	740.72144	142.27855	*	1088.4553	190.95013	 	34.34731	254.51909	 	653.0655	262.11523	 	1365.1683	302.5105	 	921.02563	317.69043	 	163.50346	367.74435	 	404.13718	382.04367	 	607.55457	385.78305	 	989.5778	433.4597	 	462.14697	493.28415	 	358.97018	536.90393	 	765.9167	578.8111	 	890.92883	697.05176	 	1240.6184	724.5857	 	643.13824	755.65497	 	75.76013	835.7316	 	1222.658	877.81256	 	1316.6531	916.0578	 	733.3415	953.50507	 	821.9873	1041.0469	 	1142.6116	1057.7206	 
127	841.599	109.19165	 	740.6182	140.4803	*	1087.3727	189.92842	 	34.92824	253.90509	 	652.55176	260.8338	 	1364.3613	301.98376	 	921.5277	318.08957	 	163.32864	366.49384	 	404.0307	381.49722	 	606.9524	385.77887	 	990.0411	433.3038	 	462.09753	492.84225	 	358.78845	536.2278	 	765.77264	578.803	 	890.8887	697.52594	 	1240.1862	723.4569	 	642.31085	755.0216	 	76.05592	836.00055	 	1223.3444	877.35657	 	1315.6659	915.6871	 	733.5478	953.7215	 	822.8596	1040.1647	 	1141.1923	1057.284	 
128	840.19354	109.530876	 	736.89	139.82729	*	1085.5137	188.50926	 	34.24741	253.88147	 	648.60315	261.22006	 	1363.7708	301.69922	 	921.24347	317.09378	 	157.38586	367.62994	 	402.91245	380.918	 	604.4364	386.25238	 	989.5557	433.17624	 	460.9602	492.36923	 	358.12625	536.082	 	764.92145	578.1239	 	889.3778	697.7632	 	1238.3035	723.77045	 	640.5533	755.8356	 	75.487434	836.0907	 	1222.6929	876.8797	 	1314.51	915.602	 	732.78955	953.8833	 	821.5434	1040.8577	 	1139.6659	1057.6733	 
129	841.2615	109.283905	 	740.6126	139.08043	 	1086.2041	188.90445	 	35.70299	254.26826	 	652.8446	261.89194	 	1364.631	301.87036	 	922.23584	317.21808	 	161.91135	367.91046	 	404.27512	381.74765	 	604.5462	386.98563	 	989.8964	433.395	 	460.9429	493.0844	 	359.12625	536.1417	 	766.1381	578.9513	 	890.4146	696.92285	 	1239.5853	723.6946	 	642.3272	755.50433	 	76.28481	836.37616	 	1223.4008	876.65576	 	1314.7615	917.0876	 	733.8103	954.6397	 	823.6374	1041.7029	 	1140.6951	1057.5804	 
130	840.9116	109.328964	 	737.6319	138.50461	*	1086.0413	188.88013	 	35.709892	255.13428	 	651.00775	260.0908	 	1363.7303	301.22763	 	921.50616	316.24066	 	159.54866	366.56342	 	403.43597	381.10245	 	603.8006	385.3071	 	989.1155	433.42993	 	460.43353	492.04526	 	359.4741	535.4979	 	765.5878	578.1271	 	890.2801	696.71405	 	1239.0492	722.12115	 	641.7177	754.77264	 	75.487915	835.7131	 	1223.0576	875.73315	 	1314.1696	916.33234	 	733.2195	953.5157	 	823.003	1040.8593	 	1139.8794	1057.5142	 
131	841.6166	110.54075	 	738.2363	141.28482	 	1086.6576	189.96902	 	36.941498	255.12363	 	650.10284	262.3469	 	1363.0999	301.34714	 	921.8161	316.93445	 	159.59302	369.60107	 	403.5578	381.04196	 	603.201	385.33636	 	989.17267	433.29282	 	460.46494	492.78952	 	359.22913	535.26337	 	765.4151	578.64575	 	890.3855	697.4589	 	1238.9607	723.1618	 	641.9265	755.91284	 	75.87747	836.46045	 	1223.1008	875.6602	 	1313.9199	916.2338	 	732.70483	954.1849	 	823.13214	1041.4397	 	1140.0548	1057.7864	 
132	841.43976	110.17937	 	738.9571	139.87901	 	1086.882	189.96103	 	38.095264	254.64954	 	650.82477	260.46365	 	1364.4857	301.1055	 	922.49164	317.00473	 	162.10667	366.20325	 	403.28897	380.73663	 	603.4779	384.71146	 	988.796	432.8201	 	461.0106	492.69867	 	359.23593	536.3565	 	765.90814	579.65106	 	890.9709	696.9326	 	1239.008	722.7026	 	643.12897	755.6043	 	76.595764	835.9051	 	1223.2603	875.1998	 	1313.4362	915.5084	 	732.8195	954.2943	 	824.12866	1040.8534	 	1140.3551	1057.8741	 
133	840.6916	110.33843	 	737.387	140.3989	 	1086.1268	189.85793	 	37.671642	254.00804	 	649.01917	262.10446	 	1364.7205	300.7573	 	922.2507	317.33157	 	159.59991	367.0146	 	403.0719	380.21683	 	603.5411	384.32272	 	987.5833	432.31204	 	460.27307	492.7588	 	358.60468	536.1505	 	765.93976	579.84283	 	890.33154	696.80164	 	1238.7736	723.6686	 	642.7219	756.6804	 	75.67034	835.3385	 	1222.6812	875.18475	 	1312.9984	915.59393	 	731.97253	954.1407	 	822.64905	1041.1383	 	1140.1488	1058.0769	 
134	842.16895	111.63675	 	740.59753	141.13806	 	1087.4229	190.70734	 	38.955124	254.04778	 	653.1507	263.15207	 	1365.3478	301.1736	 	923.2583	317.29602	 	164.40686	367.83566	 	403.92572	380.23346	 	604.9354	384.3941	 	987.1678	432.73672	 	460.61536	494.06607	 	358.95993	536.1778	 	767.143	580.20404	 	891.20044	697.9488	 	1241.1418	723.4522	 	644.5861	756.8891	 	76.3928	835.76056	 	1223.1012	875.4789	 	1313.269	915.24945	 	732.541	954.6752	 	823.57635	1041.3074	 	1141.4531	1058.4081	 
135	841.56506	109.59508	 	737.6077	139.33176	 	1087.5802	190.61703	 	37.685375	253.4361	 	650.3083	261.50635	 	1365.0323	300.08838	 	923.2571	316.48557	 	160.97433	366.3053	 	403.09442	379.72122	 	604.6394	384.10892	 	986.5501	432.1117	 	459.44843	493.59473	 	357.99542	536.0479	 	766.605	579.8953	 	890.79114	696.8667	 	1240.5156	721.7976	 	643.92804	754.95593	 	74.58265	834.9609	 	1222.184	874.6072	 	1311.917	914.3869	 	731.41583	953.70483	 	822.2458	1040.0728	 	1140.7164	1058.054	 
136	841.768	110.61073	 	736.82	141.13527	 	1087.5594	191.08015	 	37.579884	253.96954	 	649.5077	262.31735	 	1365.5951	300.97552	 	922.83057	316.45038	 	160.63998	368.32416	 	402.1728	380.505	 	605.3496	384.49942	 	987.3907	432.84976	 	459.79156	494.7367	 	358.1721	536.6875	 	767.38324	579.8144	 	890.97003	697.3343	 	1241.1298	722.7452	 	644.33374	755.1421	 	75.03589	836.0074	 	1221.7498	875.2961	 	1312.2131	913.5864	 	731.1743	954.2451	 	822.25146	1041.1985	 	1140.6945	1058.5989	 
137	842.52734	110.78775	 	738.55145	139.29341	 	1088.0919	191.43982	 	38.135525	253.10785	 	653.073	260.1284	 	1365.8962	300.95663	 	923.3528	316.54166	 	164.50601	365.3282	 	402.16388	380.56143	 	606.5434	383.83804	 	987.25214	433.62903	 	461.91574	494.09888	 	359.16388	536.191	 	767.5997	580.40894	 	891.5611	696.3021	 	1242.1542	722.7318	 	646.60486	755.8164	 	75.97498	836.63965	 	1223.2257	874.64166	 	1312.6124	913.3412	 	731.83093	953.91504	 	823.4222	1040.9943	 	1142.0758	1058.6295	 
