Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7	X8	Y8	Flag8	X9	Y9	Flag9	X10	Y10	Flag10	X11	Y11	Flag11	X12	Y12	Flag12	X13	Y13	Flag13	X14	Y14	Flag14	X15	Y15	Flag15	X16	Y16	Flag16	X17	Y17	Flag17	X18	Y18	Flag18	X19	Y19	Flag19	X20	Y20	Flag20	X21	Y21	Flag21	X22	Y22	Flag22	X23	Y23	Flag23
Tracks 1 to 23																																																																					
42	842.71796	106.47324	 	727.5518	148.84494	 	1090.5111	196.4	 	31.674137	255.2523	 	651.4246	264.7872	 	1368.0377	300.36047	 	926.60144	320.971	 	158.58438	365.32706	 	403.77502	380.9455	 	605.30145	380.29868	 	991.66345	434.36697	 	462.59406	494.65082	 	361.47998	538.09314	 	762.65924	576.98944	 	897.37396	699.942	 	1234.2665	722.0318	 	637.02704	755.2419	 	75.04105	837.527	 	1213.1372	877.95776	 	1319.7352	915.0732	 	731.7003	958.18744	 	823.8066	1031.8862	 	1145.0831	1055.6765	 
43	841.3571	106.18427	 	724.2961	148.72023	 	1088.6886	196.60426	 	30.889366	255.32675	 	647.865	265.10837	 	1366.1936	299.97186	 	925.83185	319.65033	 	152.93225	366.13092	 	402.2545	381.176	 	604.67914	379.83035	 	990.49945	434.13962	 	461.5661	494.005	 	360.64392	538.13806	 	762.554	576.65643	 	896.6646	699.81915	 	1231.7985	721.6951	 	635.12366	754.8852	 	73.060295	837.42035	 	1212.1238	877.19226	 	1319.2529	914.8054	 	730.77356	957.7965	 	821.70197	1031.9114	 	1143.614	1055.129	 
44	841.9822	106.44649	 	728.7292	149.49017	 	1090.2228	196.449	 	31.774454	255.29056	 	652.11145	266.1724	 	1367.4532	300.50168	 	927.01556	319.6392	 	159.03813	366.08304	 	403.48434	381.8544	 	605.96	380.3626	 	991.4225	434.51965	 	462.41647	494.98608	 	362.05975	538.8457	 	763.6542	577.4418	 	897.7286	700.4539	 	1234.0691	721.9587	 	637.656	755.99225	 	75.49155	837.2824	 	1213.6097	877.92163	 	1320.1831	915.0329	 	731.8603	958.1223	 	824.18463	1033.0034	 	1145.1582	1055.1932	 
45	840.706	105.111916	 	725.70935	148.54895	 	1089.3541	195.3619	 	31.46884	254.96739	 	648.38464	264.38416	 	1366.0753	300.1881	 	925.9875	319.27325	 	155.03444	365.4386	 	402.31604	381.4327	 	605.62213	380.0081	 	990.05786	434.50674	 	461.44666	494.80832	 	361.00125	538.2705	 	762.4671	576.84845	 	896.32056	700.13226	 	1231.8422	720.4871	 	635.9268	754.9255	 	74.87303	836.99664	 	1212.5647	877.7479	 	1319.8506	914.6953	 	731.1352	958.233	 	822.6939	1032.1262	 	1144.2496	1054.5817	 
46	841.2877	105.22179	 	726.726	150.24384	 	1089.5986	195.7931	 	32.307934	255.63513	 	649.621	266.18033	 	1366.763	300.11374	 	926.45355	319.68903	 	156.49748	366.50418	 	402.76108	383.33606	 	606.5739	380.76035	 	989.9582	434.436	 	462.08853	495.13586	 	361.04932	539.1689	 	762.1675	577.8045	 	897.2836	700.4481	 	1232.9426	721.1852	 	636.06	755.2062	 	74.9814	838.1133	 	1212.8793	877.89417	 	1320.2114	914.6001	 	730.7878	958.59894	 	823.7765	1033.1559	 	1144.5798	1054.8453	 
47	842.0171	104.471954	 	728.3237	149.40115	*	1090.9148	195.92534	 	32.3462	256.277	 	650.43207	264.20505	 	1366.9222	299.2221	 	926.96844	319.682	 	159.07047	365.11243	 	403.7878	382.87717	 	607.6915	381.02173	 	990.2493	434.45682	 	461.88406	495.51727	 	361.25208	538.8206	 	762.6451	578.09143	 	896.6526	699.8087	 	1232.7919	720.60693	 	636.2348	755.37756	 	74.920425	838.37866	 	1213.0856	877.7102	 	1320.415	914.88586	 	730.9935	958.4882	 	823.8557	1033.012	 	1144.9182	1054.7422	 
48	841.6623	104.33268	 	725.83496	149.11386	*	1090.2463	195.90761	 	30.986767	256.10184	 	647.5185	264.84122	 	1365.0028	298.74576	 	925.8109	320.04004	 	154.85535	367.041	 	402.60675	382.58987	 	606.80273	381.15527	 	989.6058	434.93597	 	461.4268	495.0036	 	360.3511	538.4682	 	761.23376	577.8056	 	895.40625	699.908	 	1230.8833	719.73267	 	634.90234	755.463	 	73.83653	837.5954	 	1212.2592	877.76385	 	1319.8876	914.7525	 	729.80176	958.1472	 	821.6555	1032.7432	 	1142.8407	1054.4054	 
49	841.846	104.464226	 	728.5273	150.10437	*	1090.589	196.15874	 	32.1415	256.1628	 	649.97144	265.48676	 	1365.8293	299.9561	 	926.7333	320.65234	 	160.78848	367.70316	 	404.16946	383.5073	 	607.6991	382.3454	 	990.69403	435.38672	 	461.73547	494.47595	 	360.83026	538.98627	 	762.09015	577.977	 	896.2667	700.23444	 	1232.7924	719.9301	 	636.63934	756.05743	 	75.66018	837.79834	 	1213.3193	878.33203	 	1320.401	915.1626	 	730.4545	957.89246	 	824.0852	1033.7837	 	1144.3744	1055.1853	 
50	841.74536	103.9818	 	725.40314	148.21265	*	1090.1208	195.67606	 	31.607552	255.59897	 	647.1589	264.38174	 	1365.6604	299.5152	 	925.8674	320.63065	 	156.88016	365.24854	 	404.11255	382.21613	 	606.92523	382.75223	 	990.3098	434.04977	 	460.9189	493.9134	 	359.8727	538.20325	 	761.5241	577.81604	 	894.18555	699.6646	 	1230.9573	719.40173	 	634.5136	754.7386	 	74.90891	836.5	 	1211.9058	878.2944	 	1319.8801	914.22736	 	729.60016	957.1883	 	822.63464	1032.3562	 	1142.9293	1054.6481	 
51	842.26984	104.75698	 	726.11884	148.93736	*	1090.7906	195.84773	 	32.125214	256.30286	 	648.4756	266.69623	 	1365.5505	300.89124	 	926.01666	320.88623	 	158.29001	368.67865	 	403.97958	382.48434	 	607.00085	383.82404	 	990.4507	434.1183	 	461.0386	493.94586	 	360.40814	539.1451	 	760.9785	578.26636	 	894.4935	700.5353	 	1231.8318	721.037	 	635.12463	755.83673	 	76.13831	836.69604	 	1212.1838	878.9398	 	1319.2797	914.16473	 	730.07446	957.6019	 	822.98627	1032.9844	 	1143.0758	1055.3625	 
52	842.6569	104.565025	 	726.7195	148.34158	*	1090.1744	195.15892	 	32.86124	256.8228	 	649.5701	265.50778	 	1365.8677	300.8722	 	925.8845	320.11603	 	159.73299	365.83594	 	404.2086	382.11594	 	607.72894	384.51843	 	991.21606	434.46915	 	461.36066	494.31662	 	360.85333	539.71124	 	761.37744	579.07	 	894.3285	700.3462	 	1232.158	720.4909	 	635.2271	755.65	 	77.03262	836.48816	 	1213.0111	878.3404	 	1319.3445	913.8749	 	730.5854	956.8058	 	823.57214	1033.1136	 	1143.1765	1055.3647	 
53	841.56305	105.94643	 	724.0197	148.54935	*	1088.4242	194.0794	 	32.6851	256.63867	 	646.8235	266.17105	 	1365.1838	300.7507	 	924.83813	319.71133	 	154.94879	367.3611	 	402.8865	381.49158	 	606.56	384.59976	 	990.972	434.16574	 	460.1022	494.26456	 	360.01233	539.4544	 	761.15173	578.9393	 	892.2522	699.9167	 	1230.6475	720.49475	 	634.1655	754.7808	 	76.193	837.4916	 	1212.3635	877.74695	 	1318.931	913.2579	 	729.6892	956.3282	 	821.99304	1033.7076	 	1142.4115	1054.6082	 
54	843.27673	106.161446	 	727.31506	148.56874	*	1089.6095	194.41704	 	33.587933	257.0362	 	650.689	266.6116	 	1367.1631	301.29303	 	925.1246	320.27197	 	159.91096	367.28082	 	403.72745	381.90897	 	606.3362	385.03815	 	991.86456	434.7793	 	460.48273	494.74277	 	361.2306	540.42365	 	762.1619	579.719	 	893.33844	699.4284	 	1231.2545	721.6927	 	636.458	755.2556	 	77.9375	837.8249	 	1213.9398	878.2294	 	1320.2384	913.47876	 	730.61597	956.9857	 	823.94934	1034.5519	 	1143.9196	1055.2687	 
55	842.38763	105.94438	 	724.448	147.65605	*	1088.6641	193.27586	 	32.6851	256.6719	 	648.26154	265.608	 	1365.3109	300.34286	 	924.37744	320.34525	 	156.67244	366.0234	 	402.5951	381.29742	 	605.43555	384.54822	 	990.94806	434.8296	 	459.37494	494.316	 	360.1795	539.5318	 	761.0782	578.84766	 	891.70667	698.17896	 	1230.0859	721.48895	 	635.8103	753.8646	 	77.152054	836.56464	 	1213.751	877.3784	 	1319.4841	913.30646	 	729.6718	956.40906	 	822.87384	1034.561	 	1143.2501	1053.978	 
56	842.69586	107.23122	 	724.53467	149.26534	*	1088.8528	193.98141	 	32.829514	256.59512	 	648.4513	267.66727	 	1366.1736	301.05542	 	924.853	320.40146	 	156.71214	369.15228	 	402.40012	382.42313	 	604.85547	384.4747	 	990.6927	434.1462	 	459.536	494.94876	 	360.07794	540.18945	 	761.13104	579.518	 	892.34296	699.0195	 	1229.7262	721.874	 	636.0754	755.10187	 	78.45051	836.64795	 	1215.1074	877.7907	 	1320.1863	914.2704	 	730.07745	956.9394	 	823.43384	1035.1204	 	1143.1885	1054.0859	 
57	843.51904	106.92865	 	727.0033	148.70888	*	1088.5233	194.08644	 	33.397083	256.2347	 	650.1827	265.3964	 	1366.6886	300.6785	 	925.0621	320.8858	 	158.67021	367.42554	 	402.7027	381.47354	 	605.71106	384.2588	 	990.5635	434.44662	 	459.97006	494.53247	 	360.33356	539.1917	 	761.9673	579.4969	 	892.3031	699.0137	 	1229.8801	721.55975	 	636.6616	754.27264	 	78.30593	836.0783	 	1215.0048	877.4683	 	1320.038	914.6412	 	730.2871	957.1639	 	824.1486	1035.2076	 	1143.1395	1053.4889	 
58	842.5523	107.1168	 	725.1389	149.05066	*	1086.6555	193.26309	 	32.993088	255.59966	 	647.3227	267.2771	 	1365.5542	300.50168	 	924.30334	320.90726	 	155.04521	368.69592	 	402.52866	382.328	 	605.20337	383.81564	 	990.1488	434.1232	 	459.39856	494.99612	 	359.44553	538.82214	 	761.7041	579.08936	 	891.3169	699.25903	 	1228.8489	722.5693	 	636.0196	754.1763	 	77.27734	836.2863	 	1214.5123	877.2946	 	1319.6943	914.39087	 	729.5798	956.33203	 	822.44495	1034.7717	 	1142.4708	1052.7552	 
59	843.7876	108.1427	 	728.43256	149.26973	*	1089.012	193.4695	 	34.034977	256.25	 	650.52484	267.90295	 	1365.9958	300.35345	 	925.4671	320.9682	 	160.67032	368.7569	 	403.8311	383.10822	 	606.6773	384.28244	 	991.0599	434.32126	 	460.287	495.09567	 	360.24707	539.40344	 	763.31433	580.125	 	893.4296	699.69104	 	1230.2456	723.049	 	638.409	755.622	 	78.4046	837.6044	 	1215.6838	878.49554	 	1320.9462	914.35376	 	730.56	956.3845	 	823.1384	1034.532	 	1143.4124	1053.1644	 
60	843.04504	107.90851	 	725.6977	148.36765	*	1088.1847	193.58565	 	32.394676	256.17657	 	647.4038	266.31357	 	1364.9635	299.79517	 	923.9254	321.10123	 	156.9111	367.6552	 	402.86945	382.45566	 	606.04895	384.34555	 	990.1898	432.8074	 	459.4399	494.27795	 	359.2156	538.9312	 	762.79144	578.8407	 	892.33105	699.2448	 	1229.193	721.8951	 	636.89636	754.8646	 	76.09573	837.48987	 	1215.0597	878.083	 	1319.7384	913.19476	 	730.0953	955.86414	 	821.8425	1033.8401	 	1142.7036	1052.09	 
61	843.53467	108.356186	 	725.38464	149.17628	*	1088.0634	194.13681	 	32.303665	256.25558	 	647.20123	268.00113	 	1364.8171	300.75546	 	923.79645	321.0111	 	155.97606	369.7601	 	402.94507	382.59082	 	606.3156	384.92395	 	990.02234	432.77206	 	459.2571	495.1011	 	358.57468	539.4417	 	763.4318	579.2675	 	892.3228	699.7865	 	1228.7979	722.37946	 	636.3774	755.25275	 	76.185715	838.5106	 	1215.0905	878.308	 	1319.6549	912.5467	 	730.37885	955.92456	 	821.7044	1034.6615	 	1142.244	1052.6622	 
62	844.6479	108.41841	 	729.053	148.62418	*	1089.1978	193.84828	 	32.935364	256.45013	 	651.02795	266.3949	 	1366.629	300.96634	 	924.2659	320.6878	 	154.34	365.86	*	402.93524	382.3216	 	606.6964	384.91028	 	990.50055	433.26178	 	460.04623	495.44757	 	359.15033	539.8446	 	763.9528	579.3963	 	893.0638	699.49164	 	1230.0869	722.2865	 	637.283	755.3271	 	77.48129	837.6644	 	1216.5198	877.4593	 	1319.9309	912.9497	 	730.65094	956.1686	 	823.5725	1033.9783	 	1142.8867	1052.0178	 
63	842.65326	109.10794	 	724.8031	149.19012	*	1088.0061	193.1556	 	31.270857	256.3434	 	646.2285	266.6892	 	1364.3075	300.43304	 	922.9339	320.78278	 	154.60712	368.2867	*	402.45627	381.76627	 	605.7317	384.86572	 	989.97174	433.20453	 	458.80518	495.06976	 	358.30362	539.30194	 	763.1491	579.10077	 	891.1824	699.6827	 	1227.6238	722.1953	 	635.3135	755.02704	 	76.7472	837.47815	 	1215.4644	877.6914	 	1318.7622	913.1369	 	729.36536	956.0228	 	822.2301	1033.3584	 	1141.9276	1052.4956	 
64	842.48474	109.21348	 	728.97687	149.15804	*	1089.868	193.43277	 	32.125362	256.85263	 	649.28625	266.54797	 	1364.8389	301.4473	 	922.9927	322.32733	 	159.17567	368.65628	 	403.44293	382.17117	 	607.119	385.84427	 	990.981	434.0133	 	460.50397	495.81995	 	359.1469	539.6249	 	764.3116	579.9447	 	893.0009	699.4606	 	1229.9457	722.8214	 	637.55493	755.3088	 	77.92096	838.3652	 	1217.9998	877.9006	 	1319.843	913.6195	 	730.8879	956.54803	 	823.92706	1034.2896	 	1143.6576	1053.197	 
65	841.1101	108.8809	 	726.866	148.28268	*	1089.4576	192.5787	 	31.27226	256.262	 	646.96857	265.94434	 	1364.7958	302.34537	 	922.22943	322.25723	 	155.76881	367.63586	 	401.6556	381.93893	 	605.1894	385.60974	 	990.62787	433.5617	 	459.6562	495.01196	 	359.01212	538.8385	 	763.65625	579.81006	 	892.4976	698.55005	 	1228.9443	722.37286	 	637.0105	753.9521	 	77.52301	837.66833	 	1216.7924	876.91406	 	1318.1898	912.72797	 	729.86273	957.0637	 	822.11523	1033.828	 	1142.8922	1052.8191	 
66	841.4052	110.10981	 	728.25775	149.79094	*	1088.8633	191.67722	 	31.958736	257.3469	 	648.68164	266.26047	 	1365.9506	302.28143	 	922.45	322.284	 	156.91048	369.5124	 	402.0246	382.38254	 	605.6689	386.08807	 	991.37366	433.17188	 	460.29922	495.5	 	359.25104	538.64435	 	763.77673	579.77734	 	892.79974	699.1172	 	1230.0468	722.2029	 	637.86676	754.6914	 	77.95931	837.87177	 	1217.2253	876.9878	 	1318.5586	912.4889	 	730.2095	957.1046	 	823.3698	1033.885	 	1143.7089	1052.7941	 
67	842.13965	109.94426	 	729.4918	148.5768	*	1089.3949	191.36829	 	32.038815	256.81964	 	650.2697	265.21225	 	1366.1697	302.56708	 	922.12616	322.80948	 	159.91606	368.47537	 	402.7312	382.46072	 	606.4523	385.5887	 	991.9868	432.6126	 	461.47653	495.44073	 	359.29266	538.86835	 	764.19904	580.20886	 	893.622	699.5701	 	1230.8586	721.65125	 	638.388	754.8179	 	78.3938	837.1467	 	1217.0751	877.1363	 	1317.546	912.64764	 	730.6708	957.10785	 	823.3353	1033.2418	 	1144.0646	1053	 
68	840.24414	110.37207	 	725.54156	149.32841	*	1088.0361	191.39398	 	30.673416	256.47263	 	645.83093	266.06537	 	1365.0361	302.9761	 	920.8255	322.62598	 	153.86661	368.92932	 	400.98123	382.50394	 	605.2818	385.62036	 	991.5039	432.57843	 	460.88852	494.5669	 	358.98767	537.88904	 	763.45905	579.7688	 	892.8163	699.9073	 	1229.0223	720.9815	 	636.2476	754.5618	 	77.256775	836.8173	 	1215.8833	876.725	 	1316.3292	911.3641	 	730.2531	956.3507	 	822.11145	1032.8105	 	1143.0731	1052.8756	 
69	842.2702	111.285995	 	730.1677	149.87277	*	1089.1241	191.18904	 	32.02343	256.52515	 	650.28595	266.45444	 	1367.2167	303.435	 	921.6927	323.0508	 	159.73141	369.44827	 	402.51962	383.37674	 	607.2666	385.99414	 	992.1829	432.83054	 	462.36215	495.53738	 	360.68777	538.0119	 	764.29346	579.91064	 	894.366	700.5229	 	1231.2202	721.331	 	639.4418	754.80255	 	78.211655	838.2992	 	1217.3522	877.9188	 	1317.556	912.1483	 	731.56616	956.31165	 	824.47534	1033.7113	 	1144.2539	1053.7389	 
70	840.8897	110.19148	 	727.36926	147.56209	*	1087.3445	190.6241	 	31.23136	256.01678	 	646.6608	265.09622	 	1365.9735	303.0415	 	920.1357	322.17297	 	154.57251	368.07654	 	401.31247	382.97635	 	606.4221	385.66583	 	990.99915	432.72552	 	461.47705	495.6092	 	359.75867	536.9672	 	762.88025	579.31665	 	892.24445	700.39075	 	1227.9221	720.5953	 	637.96857	754.10065	 	76.718	838.22107	 	1216.277	877.4961	 	1316.4281	912.17126	 	730.4871	954.7838	 	821.58057	1032.6833	 	1143.2076	1053.0643	 
71	842.0064	111.35115	 	729.25	147.8201	*	1087.5563	191.01656	 	31.902515	256.38565	 	647.8112	266.29	 	1366.3063	303.58908	 	920.2017	322.7838	 	157.34955	370.77432	 	401.69855	383.67218	 	606.55756	386.95532	 	991.3861	433.9119	 	461.65085	495.90335	 	360.76065	537.2055	 	763.35626	579.4294	 	893.35956	701.0241	 	1228.9974	721.16016	 	639.74036	754.9562	 	77.588875	838.6604	 	1217.3728	877.75775	 	1317.0459	912.7348	 	730.77234	955.62915	 	822.45465	1033.7975	 	1143.4542	1053.7893	 
72	841.93036	111.3809	 	729.9712	147.04695	*	1088.4797	190.42368	 	32.038815	256.15353	 	648.2202	265.28214	 	1365.8391	302.39236	 	921.1274	322.87872	 	158.19144	369.04657	 	401.47052	384.09265	 	607.5449	386.74887	 	992.0997	433.73563	 	462.5519	495.04242	 	361.08325	536.83514	 	764.0836	579.26764	 	893.24396	701.08405	 	1229.1804	719.92694	 	640.15216	754.6982	 	77.94128	838.1885	 	1217.3882	877.59955	 	1316.967	913.5791	 	731.61096	955.6928	 	823.0587	1033.4872	 	1143.3928	1054.153	 
73	840.7264	110.84433	 	727.1971	147.01466	*	1087.9242	189.61528	 	31.15466	256.30447	 	645.48865	265.7577	 	1364.7303	301.02386	 	921.3489	322.03055	 	154.08731	369.2739	 	400.73813	384.07184	 	606.3998	385.7402	 	991.50336	434.06726	 	461.44824	494.81943	 	359.75797	536.6809	 	763.87366	578.95215	 	892.5006	700.3073	 	1228.4012	719.0536	 	638.8434	754.1425	 	76.797386	838.11755	 	1216.1587	876.4262	 	1315.9879	914.1414	 	730.9371	955.1309	 	821.0955	1032.6106	 	1142.6838	1053.5933	 
74	842.0443	110.79069	 	730.1831	146.47337	*	1088.2545	190.06862	 	32.80358	256.57162	 	650.5095	266.56183	 	1365.8517	301.37402	 	922.37665	322.27335	 	159.26492	369.4128	 	402.60703	384.02286	 	608.2768	386.6849	 	992.3778	434.7182	 	462.29575	495.7913	 	359.90878	536.8958	 	764.49567	579.55817	 	893.8126	700.7137	 	1231.4432	719.44196	 	640.2281	754.4117	 	79.004166	838.8118	 	1217.1597	876.3526	 	1317.233	914.58704	 	732.4702	955.05615	 	823.48846	1033.7845	 	1143.1273	1054.0819	 
75	841.01544	109.57926	 	727.161	144.36232	*	1087.2914	188.91785	 	31.633219	255.79846	 	648.4295	264.44678	 	1365.9353	300.57886	 	921.5957	321.7479	 	154.39372	367.28745	 	401.54532	383.33044	 	607.90234	385.72552	 	992.08167	434.07886	 	461.76242	494.51675	 	359.04242	536.77374	 	764.1504	578.5031	 	893.4266	699.2311	 	1229.4661	719.2639	 	638.615	753.6901	 	77.764244	838.08545	 	1216.2345	876.3563	 	1316.2285	914.5935	 	731.8951	954.078	 	821.3985	1032.2161	 	1141.786	1053.329	 
76	840.793	110.37627	 	728.92377	145.35695	 	1088.0079	188.92668	 	33.20883	256.29315	 	650.28284	265.69547	 	1366.495	300.54886	 	922.1717	322.19666	 	156.94505	369.47693	 	402.0241	383.63846	 	607.86566	385.44672	 	992.2883	433.99384	 	462.9739	494.8374	 	359.81702	537.1763	 	763.42816	579.83563	 	894.1318	700.642	 	1230.2417	720.5598	 	639.82227	753.4431	 	78.047775	839.15	 	1216.8911	877.5955	 	1316.6387	915.0391	 	732.23145	954.4944	 	822.63586	1032.3466	 	1141.7874	1054.1382	 
77	840.84827	110.42497	 	729.329	144.24919	*	1088.1246	188.50827	 	32.387623	255.60211	 	649.4899	264.30048	 	1366.9098	300.33853	 	921.56323	322.14725	 	157.42738	367.69824	 	402.06473	383.49554	 	607.18463	384.5135	 	992.04926	433.2139	 	462.82025	494.60208	 	360.04044	537.48535	 	763.4529	579.1782	 	894.4777	700.28595	 	1230.9019	719.22406	 	639.97015	754.0668	 	78.127426	838.4656	 	1217.2823	877.70825	 	1316.5463	915.1855	 	732.11847	954.56134	 	822.9328	1032.2723	 	1141.946	1054.3865	 
78	840.7358	110.971016	 	727.56555	144.45901	*	1088.2375	188.47188	 	31.934883	255.9911	 	647.61554	263.7063	 	1366.5537	299.8206	 	922.4378	322.2779	 	155.94005	368.67102	 	402.24734	383.40387	 	606.87604	385.02826	 	992.0915	432.89844	 	462.21494	494.16592	 	359.8318	537.0237	 	763.91406	579.4555	 	893.38116	699.90515	 	1229.613	719.1219	 	639.1539	754.5383	 	78.02196	838.5567	 	1217.2864	878.4314	 	1316.4272	914.8266	 	731.7052	954.2559	 	822.8142	1032.7091	 	1141.6787	1054.1151	 
79	841.7503	111.95913	 	730.1242	144.81046	*	1088.47	189.11913	 	33.69064	256.3339	 	649.79224	265.1499	 	1367.4795	300.44	 	922.99414	322.709	 	160.66338	369.4934	 	402.4424	384.3899	 	608.29083	386.01038	 	992.9585	433.61212	 	462.80637	494.75055	 	361.07513	537.56946	 	764.1434	579.70374	 	894.493	700.81573	 	1230.8756	719.733	 	640.21136	755.5255	 	79.47545	838.4169	 	1217.8933	878.73834	 	1316.8093	915.9942	 	731.46857	955.85	 	824.0728	1033.75	 	1142.9851	1054.9265	 
80	840.47424	111.41097	 	727.7375	143.41438	*	1087.2412	187.78993	 	31.953655	255.97093	 	647.11444	263.46274	 	1365.9553	299.83463	 	921.7535	322.14392	 	155.81288	367.03885	 	402.01028	384.08096	 	607.78455	384.90973	 	991.707	433.15283	 	461.68	493.74667	 	359.97836	536.5668	 	763.44135	578.2494	 	893.59174	699.3535	 	1228.9633	718.35376	 	638.0088	753.83923	 	78.8732	837.28186	 	1217.3828	877.56476	 	1315.6854	915.4189	 	730.1076	955.1478	 	822.00397	1031.8773	 	1142.335	1054.5568	 
81	840.1244	111.563446	 	728.1814	144.64955	*	1087.0922	188.46689	 	32.47704	256.54938	 	648.6543	266.2559	 	1366.5692	301.0371	 	921.24805	322.4242	 	156.9542	370.41125	 	401.9801	385.45013	 	607.297	386.00946	 	991.6657	433.80908	 	462.033	493.9559	 	360.12326	536.9918	 	763.88074	578.6758	 	893.7238	699.3257	 	1229.8912	719.6963	 	638.3292	754.9146	 	78.979225	838.346	 	1217.6555	878.0414	 	1315.6104	915.54297	 	731.1029	955.8627	 	823.01807	1032.4844	 	1142.8839	1055.1235	 
82	840.23395	110.698425	 	729.8366	142.75853	*	1087.8259	188.49228	 	32.658405	256.66638	 	649.95874	264.05414	 	1367.7925	300.8256	 	922.48944	321.89667	 	158.73195	366.90134	 	402.41293	385.10992	 	607.38837	386.13617	 	992.1409	434.2886	 	462.095	494.5496	 	359.99396	537.64655	 	764.1009	578.1771	 	894.4629	698.00323	 	1232.1038	718.5416	 	639.3449	754.72327	 	80.07571	838.37573	 	1217.8759	878.3829	 	1316.4128	915.3235	 	731.5629	955.7736	 	823.7539	1031.9613	 	1142.7677	1055.611	 
83	839.6388	110.63652	 	727.3651	143.63322	*	1087.3187	188.03888	 	32.283363	255.95753	 	648.1103	264.8675	 	1367.1643	301.34705	 	921.30066	321.50168	 	156.6472	368.86154	 	401.76907	384.98077	 	606.94293	386.14374	 	991.8442	434.39612	 	461.99362	494.95413	 	359.50375	537.1781	 	763.5562	577.9219	 	893.4565	698.383	 	1231.487	718.8766	 	639.2546	756.2059	 	79.325676	838.3141	 	1218.0715	877.9263	 	1315.8029	914.8012	 	731.23834	955.8793	 	822.4916	1031.9387	 	1142.2496	1055.4459	 
84	840.08264	110.286804	 	728.32684	143.05974	*	1088.6976	188.18442	 	34.17473	255.74123	 	649.7281	265.14	 	1367.8075	301.41965	 	921.90234	322.23178	 	159.92677	368.54224	 	402.0915	385.76077	 	607.77576	386.52963	 	992.57806	435.35056	 	462.302	494.779	 	360.02982	536.97437	 	764.2606	578.48956	 	894.005	699.8146	 	1233.0999	720.21124	 	640.1554	757.15607	 	80.09669	838.33923	 	1218.5569	879.14453	 	1316.3375	915.97186	 	731.4488	956.3594	 	823.6493	1033.0164	 	1143.4738	1055.4219	 
85	839.98926	109.21914	 	727.38617	141.81708	*	1088.1927	187.6006	 	33.810524	254.79845	 	648.5282	264.38922	 	1367.7225	300.35086	 	921.8775	321.18765	 	157.72212	367.13327	 	401.72668	384.88416	 	607.91766	386.27045	 	992.6137	434.85797	 	461.80627	493.92136	 	360.3457	536.9187	 	764.56	578.1197	 	893.1653	699.55237	 	1232.555	718.8719	 	640.25793	755.7395	 	78.67922	837.2515	 	1218.1658	878.57996	 	1316.355	916.1031	 	731.14056	955.15295	 	823.3581	1032.2563	 	1143.7473	1055.1321	 
86	840.3152	109.44197	 	727.9534	142.94804	*	1089.1077	187.35675	 	33.921658	254.78284	 	649.66656	265.40845	 	1368.4722	300.56332	 	922.0244	322.0072	 	159.2107	368.07953	 	402.36145	384.8762	 	607.6827	386.77094	 	993.0628	434.84225	 	461.92905	493.98947	 	360.84726	536.06305	 	764.36615	578.28345	 	893.517	699.5897	 	1232.5541	719.82043	 	641.15796	756.6908	 	78.9227	837.9046	 	1218.9279	878.45544	 	1316.669	916.16	 	732.29504	955.59656	 	825.179	1033.2012	 	1143.9296	1055.05	 
87	841.5816	109.23923	 	730.2967	142.77213	*	1090.0068	187.02724	 	34.73766	254.86337	 	652.70575	264.0146	 	1368.8961	300.42963	 	922.69824	321.7795	 	162.13118	366.35266	 	402.87347	384.52408	 	607.89325	386.486	 	992.203	434.53705	 	462.24847	493.46207	 	361.713	536.044	 	765.08636	578.4201	 	894.4367	698.40454	 	1233.3629	719.84283	 	641.89545	755.12524	 	78.968834	837.9032	 	1220.111	878.0674	 	1316.5719	916.36346	 	731.7297	956.0892	 	825.08234	1033.4369	 	1144.7986	1054.8403	 
88	840.0048	109.3051	 	726.7585	143.48192	*	1088.5192	187.4286	 	33.420025	254.75777	 	648.22546	265.0868	 	1367.5315	300.45575	 	921.82983	321.0812	 	155.76224	367.61975	 	401.9538	383.72604	 	606.5521	385.76346	 	991.18585	434.67496	 	461.36078	492.39075	 	361.23965	536.1578	 	764.21844	578.52344	 	893.29614	698.20856	 	1230.1498	719.43134	 	639.26306	756.1	 	77.79434	838.10077	 	1218.3635	877.4794	 	1315.6791	915.6108	 	731.05145	956.03064	 	822.8585	1034.1415	 	1143.6278	1054.7466	 
89	841.64276	109.57762	 	730.54803	143.89207	 	1089.1118	188.15256	 	33.975258	254.68758	 	652.9001	264.7069	 	1369.2915	300.52048	 	923.55664	320.94418	 	161.59836	367.39163	 	403.3263	384.17758	 	607.69525	385.7037	 	991.9578	435.12436	 	463.0892	493.22153	 	362.6698	536.5949	 	764.8907	579.1963	 	895.3659	699.2141	 	1232.3812	720.9789	 	641.09106	757.1262	 	78.4497	838.56024	 	1219.6208	878.47424	 	1316.6125	916.11334	 	732.15204	956.9053	 	824.70856	1035.1824	 	1144.3751	1054.9742	 
