Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7	X8	Y8	Flag8	X9	Y9	Flag9	X10	Y10	Flag10	X11	Y11	Flag11	X12	Y12	Flag12	X13	Y13	Flag13	X14	Y14	Flag14	X15	Y15	Flag15	X16	Y16	Flag16	X17	Y17	Flag17	X18	Y18	Flag18	X19	Y19	Flag19	X20	Y20	Flag20	X21	Y21	Flag21	X22	Y22	Flag22	X23	Y23	Flag23	X24	Y24	Flag24	X25	Y25	Flag25
Tracks 1 to 25																																																																											
38	195.05496	61.838665	 	878.4322	206.97458	 	914.3919	228.85135	 	944.76666	264.38333	 	1393.4032	276.1129	 	1235.0702	293.0351	 	899.05914	303.00537	 	688.88464	309.047	 	1018.65686	319.7353	 	544.04083	345.57144	 	803.83844	352.23846	 	917.2717	366.27173	 	967.0856	370.5	 	828.0357	383.3393	 	630.43207	385.9563	 	876.8889	395.8889	 	465.0431	427.5086	 	1316.2	446.7	 	332.67105	467.05264	 	435.21756	490.46182	 	401.51123	517.60114	 	290.76724	548.88794	 	463.3846	563.1818	 	352.7706	597.8647	 	1193.7944	985.05554	
39	194.85857	61.678905	 	878.65515	206.06897	 	914.5946	228.72974	 	944.7679	264.57144	 	1394.758	275.1129	 	1235.6416	293.03983	 	899.9433	303.5	 	689.95215	307.97827	 	1019.3571	319.64285	 	543.7023	344.7472	 	804.42065	351.83334	 	916.7619	366.2024	 	967.15424	370.36917	 	827.88464	383.82693	 	630.702	385.5909	 	877.442	395.19565	 	465.10345	427.27585	 	1317	446.32352	 	332.21234	466.32193	 	435.6832	490.08014	 	402.14368	517.6724	 	292.32407	548.2315	 	463.80652	562.6724	 	352.89505	597.87036	 	1194.1522	984.3944	
40	194.8489	61.889427	 	877.6111	206.56349	 	913.5	230	 	943.87036	264.7963	 	1393.0807	275.0484	 	1235.1466	294.13794	 	899.62	304.78	 	688.1	309.20435	 	1018.66327	320.7245	 	542.1344	344.96237	 	803.3358	352.6791	 	914.89325	366.71347	 	965.587	370.77826	 	826.1909	384.66364	 	629.4048	386.5	 	875.65	395.6875	 	464.3644	427.10168	 	1315.3518	446.75925	 	330.56174	466.89505	 	434.94116	490.53677	 	400.21112	518.1889	 	291.42175	549.5913	 	462.4329	563.3188	 	352.44214	598.99585	*	1194.1432	985.2351	
41	194.70065	61.332542	 	878.2541	205.41803	 	914.1447	227.92105	 	944.48334	263.96667	 	1394.0483	274.08066	 	1235.7413	292.2845	 	900.3542	304.45834	 	687.85596	308.71185	 	1019.9528	319.8585	 	542.0795	343.7159	 	803.9776	351.4403	 	915.32355	365.48822	 	965.8694	370.1126	 	827.0577	383.78845	 	629.75745	385.5297	 	876.0571	394.5	 	464.70355	426.21683	 	1316.7188	445.25	 	330.89438	465.64084	 	436.18216	489.03488	 	402.2237	517.7895	 	292.31946	548.4213	 	464.08633	562.0072	 	351.27274	596.6591	*	1195.0555	985.2833	
42	194.62074	61.49147	 	877.55	205.36667	 	913.2763	229.35527	 	943.0614	264.83334	 	1393	274.5	 	1235.6453	292.4316	 	899.3511	304.64893	 	686.25653	308.62173	 	1019.0472	320.06604	 	541.0684	344.2158	 	802.4355	352.03226	 	914.65955	365.6383	 	964.7544	369.9298	 	825.9727	384.5	 	628.70386	385.60678	 	874.4103	394.5	 	463.40598	426.3547	 	1314.6482	445.12964	 	328.95834	466.06946	 	435.55264	489.7331	 	401.87976	518.00635	 	291.0614	548.7412	 	463.55453	562.30365	 	350.9935	597.12335	 	1192.011	986.0256	
43	194.93379	61.06977	 	877.38135	204.5678	 	913.9675	229.59091	 	943.7373	264.44916	 	1393.1333	274.13333	 	1235.7373	292.339	 	900.0851	304.68085	 	686.979	307.90335	 	1019.2843	320.18628	 	540.543	343.42474	 	802.4048	351.72223	 	914.4355	365.83334	 	964.34546	369.84546	 	825.5526	384.23685	 	628.4423	385.73077	 	873.46106	393.9026	 	463.07983	426.39917	 	1316.0927	445.05554	 	327.58334	465.0595	 	435.27856	489.37857	 	401.8684	518.2368	 	291.4643	548.3125	 	463.91196	562.2148	 	352.17328	598.81683	*	1194.0645	984.50616	
44	194.396	61.344696	 	877.27966	204.16101	 	914.5395	228.55263	 	943.9068	264.65256	 	1393.7069	274.22415	 	1236.7162	293.22073	 	900.4109	304.09406	 	687.6947	307.36725	 	1019.9	319.02	 	540.1591	343.06818	 	802.2619	351.59525	 	914.36957	364.90216	 	963.9018	369.42856	 	825.8333	383.77084	 	628.24286	385.51904	 	872.8291	393.42404	 	463.47345	426.42035	 	1317.1389	444.6111	 	326.94	464.82	 	435.60605	489.73486	 	400.375	518.1	 	291.74298	548.743	 	463.61356	562.0165	 	352.4524	596.373	*	1193.6487	984.7973	
45	194.2113	61.685116	 	876.61865	204.5678	 	913.6667	228.40277	 	943.4286	264.23215	 	1392.7122	275.04544	 	1236.4911	293.1518	 	900.0263	305.55264	 	687.0179	307.54465	 	1018.4231	320	 	538.4785	343.32794	 	801.8939	352.07574	 	913.8125	365.21875	 	962.3879	370.3785	 	824.92	383.62	 	627.2048	385.64285	 	871.60345	393.9138	 	462.72882	427.25424	 	1316.7424	445.19696	 	324.9762	464.9762	 	435.55383	490.1	 	401.03946	518.5263	 	291.82	548.6778	 	463.02414	562.58966	 	352.70953	597.3095	*	1193.2953	984.1221	
46	194.13875	61.229923	 	876.6525	204.02542	 	913.98	229.06	 	944.02545	264.5678	 	1393.0161	273.7258	 	1237.2894	293	 	901.11224	305.08163	 	687.2699	306.70355	 	1019.18	319.1	 	538.7135	342.80338	 	802.1406	351.51562	 	914.31525	364.9565	 	962.80634	369.47296	 	824.7439	383.5	 	627.4901	385.4307	 	871.5	393.77026	 	463.00833	426.79166	 	1317.7941	444.02942	 	324.85803	463.96915	 	436.6103	489.72794	 	401.34616	517.39746	 	292.37274	548.0273	 	463.9312	561.842	 	352.0889	597.4889	*	1193.7421	984.5955	
47	194.44792	61.69629	 	875.9237	204.36441	 	913.7895	228.82895	 	943.63794	266	 	1393.0927	274.24075	 	1236.9298	293.0351	 	900.96936	306.43878	 	687.13477	306.83914	 	1017.77454	319.0098	 	537.33905	342.75287	 	801.8492	352.18253	 	913.6889	365.13333	 	962.04956	370.518	 	824.0106	383.4149	 	626.9711	386.43268	 	871.3875	394.4625	 	462.30167	428.21075	 	1316.6875	444.5	 	323.28204	464.51282	 	436.16418	489.67163	 	400.24445	517.5222	 	293.19913	549.4248	 	462.96155	562.6722	 	352.33694	598.6739	*	1193.069	984.56323	
48	194.78452	61.490116	 	875.1667	204.0614	 	914.0513	228.79488	 	943.5333	265.33334	 	1392.9517	274.69354	 	1236.7328	293.56033	 	900.1064	306.20212	 	686.886	306.51755	 	1018.1415	318.82074	 	536.5337	342.66855	 	801.2273	351.68182	 	913.1279	365.48837	 	961.7105	370.193	 	822.8617	383.77658	 	626.53845	386.69232	 	870.12964	394.35184	 	462.03845	428.1752	 	1316.8572	443.85715	 	322.57693	464.2436	 	435.6579	490.20676	 	401.24667	518.66	 	293.38745	549.44806	 	463.48926	562.543	 	350.59756	597.313	*	1194.0098	984.63074	
49	194.41971	61.427063	 	875.4355	203.53226	 	914.87665	228.43506	 	943.97455	265.4322	 	1393.2241	274.0862	 	1236.464	293.1036	 	900.6717	306.601	 	687.1	306.5091	 	1018.46	317.9	 	536.2375	341.7375	 	801	351.58823	 	913.00574	365.44254	 	961.886	370.23685	 	823.07776	383.12222	 	627.00476	386.44287	 	870.4868	393.9342	 	462.07758	428.25	 	1316.5968	443.5645	 	322.51334	463.79333	 	436.60938	489.96094	 	402.67947	518.21796	 	294.26498	549.7811	 	464.22363	562.11816	 	350.3	594.1	*	1193.5349	984.9056	
50	194.61482	61.631557	 	874.8	204.03334	 	914.28204	229.07692	 	943.3947	266.0614	 	1392.0625	274.8125	 	1235.2434	294.97787	 	900.2551	307.10205	 	686.2155	306.4569	 	1017.9	317.9	 	534.6724	341.81033	 	800.0333	351.60666	 	911.4551	366.03934	 	960.5696	370.64783	 	821.1591	384.5	 	626.43335	387.35715	 	868.8214	394.58334	 	461.0124	428.6405	 	1316	444.9	 	320.8253	464.33133	 	436.1842	490.0263	 	401.61905	518.5833	 	293.66818	550.2409	 	462.7007	563.0663	 	346.35715	591.7857	*	1193.6556	984.93713	
51	194.68083	61.407284	 	875.02545	203.11017	 	914.87335	227.67334	 	944.5333	265.13333	 	1392	274.125	 	1236.0217	293.95218	 	900.5618	306.4897	 	686.7182	306.3818	 	1018.25	317.5	 	534.775	340.4875	 	800.0333	350.44666	 	912.6222	365.82224	 	960.9561	369.8421	 	821.5238	384.35715	 	626.3611	386.08334	 	869.53705	393.5247	 	461.7155	428.2845	 	1316.9828	444.7069	 	320.98685	463.64474	 	437.14395	489.62122	 	403.78766	518.15753	 	294.05856	549.62164	 	463.33636	562.5218	 	350.56848	599.5274	*	1194.5929	985.24316	
52	194.67767	61.587326	 	874.06665	203.56667	 	914.5921	228.9342	 	944.6071	265.9107	 	1390.9517	274.91934	 	1234.9521	295.1174	 	900.1	307.0263	 	686.16956	306.1348	 	1017.2755	317.94897	 	533.41956	341.22415	 	800.0867	351.55334	 	911.31525	366.34784	 	960.3	370.01303	 	820.3605	384.9186	 	625.4423	386.6154	 	868.62646	394.39655	 	461.5	429	 	1316.463	444.68518	 	319.7024	463.67856	 	436.5	490.14615	 	402.7976	519.619	 	294.31906	549.8381	 	462.9834	562.76196	 	351.01923	598.8173	 	1194.4031	985.13776	
53	194.99324	61.53724	 	873.75	203.21666	 	914.6558	228.94156	 	944.0926	264.75925	 	1390.9054	274.98648	 	1234.5	296.17856	 	899.4802	307.17328	 	687	305.09482	 	1017.2755	317.58163	 	532.2024	340.41666	 	800.56946	351.5	 	911.67706	365.8854	 	959.7845	369.93103	 	819.36664	385.05554	 	625.15094	386.5849	 	867.77905	394.01163	 	461.1942	429.11157	 	1315.7609	444.58694	 	318.075	463.7125	 	436.40152	490.0606	 	402.80234	519.1977	 	293.40128	549.8777	 	463.12457	562.886	 	352.16232	597.7987	 	1193.4097	984.5964	
54	194.51674	61.462685	 	873.7951	202.56557	 	915.2027	228.59459	 	944.5	264	 	1391.25	274.58334	 	1235.0264	295.3158	 	899.21576	307.26843	 	686.8182	304.4909	 	1018.6875	316.8125	 	532.00604	340.03012	 	800.8913	351.65942	 	911.1556	365.21112	 	959.7832	369.78317	 	819.14105	384.83334	 	625.257	386.0327	 	867.8026	393.48685	 	461.75424	429.15256	 	1315.0454	443.72726	 	318.35938	463.09375	 	436.9812	489.3045	 	402.994	518.53613	 	294.16513	548.61163	 	464.02902	562.4966	 	350.02942	599.4706	*	1193.2874	985.5575	
55	194.59422	61.6867	 	873.02545	203.5678	 	914.8288	229.34932	 	942.60345	264.9655	 	1390.8939	275.98486	 	1234.9741	295.97415	 	899.1042	306.96875	 	685.8596	305.1842	 	1017.72644	317.7264	 	530.1517	340.33145	 	800.0278	352.58334	 	910.11536	366.08243	 	958.7931	370.25	 	817.7889	385.5889	 	624.15094	386.60376	 	865.5714	393.64285	 	460.35345	430.06033	 	1314.6666	444.33334	 	316.70587	463.38235	 	435.95386	489.90768	 	403.42856	518.6857	 	293.4289	549.3578	 	462.50357	563.0914	 	350.3387	599.1129	*	1193.6802	984.9651	
56	194.20464	61.46806	 	873.5678	202.02542	 	916.24664	227.98	 	942.8276	264.3793	 	1390.9572	274.58572	 	1235.8839	295.75894	 	899.22	306.62	 	686.693	304.2456	 	1018.85297	317.36273	 	530.3511	339.59573	 	800.1486	351.16217	 	910.457	365.03763	 	959.08405	369.07523	 	817.4286	385.2857	 	624.1698	385.50943	 	866.6071	392.85715	 	460.4496	429.2731	 	1315.2727	443.54544	 	315.65152	462.28787	 	436.93283	489.45523	 	403.30487	518.13416	 	294.8722	549.213	 	463.9767	562.1344	 	350.82632	598.4053	*	1194.06	985.36285	
57	194.69785	61.103443	 	872.7258	202.67741	 	916.56665	227.20667	 	941.60345	265.0862	 	1390.4412	275.2647	 	1235.8826	296.0826	 	898.71356	306.9466	 	685.4478	305.43042	 	1018.2037	317.87036	 	528.5543	339.36957	 	799.5	350.7078	 	909.43256	365.0618	 	958.47345	369.04868	 	815.94183	385.56976	 	622.69415	386.0437	 	865.01764	392.74707	 	460.03278	429.14755	 	1314.4524	444.35715	 	314.9107	462.73215	 	436.1	489.4111	 	403.71918	517.91095	 	294.88074	549.79816	 	463.22324	562.43726	 	349.01428	598.7714	 	1193.5287	984.62646	
58	194.10365	61.452152	 	872.6803	201.92622	 	915.5789	228.0921	 	940.7167	265.18332	 	1390.9849	274.89395	 	1235	295.9035	 	898.40814	307.11224	 	685.2345	304.61505	 	1017.96155	317.1154	 	527.9066	339.14835	 	798.9167	350.9861	 	909.22095	364.11627	 	957.81305	368.80435	 	815.1429	385.4524	 	622.13635	386	 	864.925	393.45	 	460.028	428.676	 	1314.0264	443.6579	 	313.76785	462.2857	 	435.54965	488.8617	 	403.0875	518.825	*	294.91965	549.2857	 	463.38434	562.4515	 	351.76028	599.5959	*	1194.5282	984.4322	
59	194.83919	61.008205	 	872.6613	201.67741	 	915.9667	226.35333	 	940.17145	265.57144	 	1390.4688	274.96875	 	1234.8362	295.0345	 	898.6717	307.601	 	686.19025	304.97787	 	1018.82074	317.0849	 	527.8	338.78888	 	799.2778	351.22223	 	909.43024	364.59302	 	957.7456	368.00876	 	814.6081	385.66217	 	622.5192	385.6154	 	865.64636	393.30487	 	460.36667	428.68332	 	1314.9117	443.7353	 	313.46155	461.90384	 	435.404	488.036	 	404.9304	518.7405	 	294.36487	548.9009	 	463.96832	562.4331	 	351.15958	598.3511	*	1193.3353	985.7317	
60	194.74142	61.1855	 	871.5	202	 	915.1962	226.96835	 	938.2206	266.0147	 	1389.7122	274.95456	 	1233.5	296.5531	 	897.401	308.4901	 	685.2143	305.60715	 	1017.1111	317.8889	 	526.30646	338.98386	 	798.62	352.06	 	908.6222	365.55554	 	956.4823	368.29645	 	812.325	386.275	 	621.5874	386.33496	 	864.118	393.72473	 	459.3547	428.73077	 	1312.3823	444.67648	 	311.58066	462.74194	 	433.64062	489.01562	 	404.09525	519.2262	 	293.4908	549.2385	 	462.9552	562.9301	 	351.5084	598.36554	 	1193.8275	984.57605	
61	194.3361	61.341415	 	871.6905	200.78572	 	916.7692	227.02563	 	938.56665	265.75333	 	1390.7903	273.9516	 	1234.323	295.83627	 	898.4126	308.30582	 	685.88055	305.2876	 	1017.3889	317.94446	 	526.0455	338.80682	 	798.5769	351.23077	 	909.10974	365.42682	 	956.6593	367.10178	 	812.1389	385.3889	 	621.88464	385.57693	 	864.625	393.275	 	459.59836	428.041	 	1315.3846	443.57693	 	311.85416	461.35416	 	432.96033	487.96033	 	404.33783	518.1892	 	293.83334	548.0225	 	463.72098	562.26404	 	351.97058	597.22943	 	1193.3156	984.7341	
62	194.66965	61.67118	 	870.98334	200.81667	 	915.57794	227.25325	 	938.0455	266.65585	 	1389.9517	274.91934	 	1233.5178	297.7143	 	897.66504	308.7427	 	685.88055	306.2876	 	1016.9815	318.8889	 	525.2143	339.1154	 	798	352.33783	 	907.875	365.61365	 	955.6652	367.75217	 	811.0854	385.9634	 	620.91907	386.5476	 	864.2349	393.5241	 	458.91803	429.16394	 	1314.5834	443.875	 	310.06897	461.7586	 	431.84586	488.84586	 	404.03934	519.14044	 	293.63083	548.8411	 	463.1787	562.90436	 	351.74243	598.13635	*	1193.7278	985.1667	
63	194.84442	61.540764	 	870.6803	199.87704	 	916.11334	227.46	 	937.9026	267.4221	 	1390	274.79413	 	1234.2043	297.98697	 	897.27	308.67	 	684.9087	306.20435	 	1016.86536	318.92307	 	524.2957	338.63977	 	797	352.5	 	907.2976	365.2024	 	954.9211	367.73685	 	809.9474	386.23685	 	620.53925	386.38235	 	863.8095	393.33334	 	457.88843	429.2934	 	1314.119	444.07144	 	309.19092	461.5909	 	431.10938	489.02344	 	404.53613	519.16266	 	293.42035	548.34515	 	462.85562	563.2148	 	351.63208	598.32074	*	1193.369	985.0034	
64	194.94579	61.05489	 	871.18256	199.16667	 	917.1539	227.0641	 	938.2973	267.5	 	1390.5	274.37878	 	1235.1522	298.37827	 	897.7857	308.09048	 	686.047	305.97864	 	1017.5	319.16666	 	524.3427	338.15167	 	797.3333	353.40277	 	906.6852	365.19135	 	954.4099	367.04956	 	809.3333	386.44446	 	620.0238	385.9	 	863.5897	393.51282	 	457.97934	428.73965	 	1314.65	444.15	 	308.54166	460.9375	 	431.1508	488.73016	 	404.075	519.9875	 	293.9009	547.964	 	463.54044	562.6875	 	352.10242	599.4518	*	1193.3271	984.71606	
65	195.07019	61.49523	 	870.5492	199.87704	 	916.39874	228.05696	 	937.0921	268.42105	 	1389.7646	274.5	 	1235.2368	299.4035	 	896.6863	309.37256	 	685.21796	307.19232	 	1016.71155	319.65384	 	522.6277	338.76596	 	797.0625	354.73438	 	905.63635	366.0909	 	953.2913	367.57825	 	807.13416	387.2073	 	618.3911	385.87625	 	862.5119	393.9643	 	457	429.10483	 	1313.8914	445.32608	 	306.57272	460.86365	 	429.356	489.228	 	403.91464	520.2439	 	293.59048	548.6674	 	462.77612	563.11566	 	350.3646	598.76044	*	1193.0582	985.76996	
66	194.76031	60.97665	 	870.9667	198.96666	 	917.16235	226.94156	 	937.7125	267.8375	 	1389.7646	274.55884	 	1235.4735	298.11948	 	897.5808	308.33838	 	686.14655	307.13794	 	1017.27356	319.16037	 	522.5	337.78867	 	797.35455	354.55453	 	906.7738	364.84525	 	953.47345	366.91592	 	807.55	386.325	 	618.2059	385.61765	 	862.8205	393.1282	 	457.725	427.83334	 	1313.8043	444.1087	 	306.1087	459.52173	 	429.7803	488.10605	 	405.1154	517.9872	 	295.3493	547.8927	 	464.10077	562.1279	 	350.79886	597.27014	 	1193.909	983.8831	
67	195.19366	61.381184	 	870.3	199.3923	 	917.0769	227.89743	 	937.0921	268.42105	 	1388.1666	274.72223	 	1235.4459	299.07657	 	896.68445	309.31552	 	685.86664	307.35	 	1016.4245	320.74527	 	521.7659	338.26596	 	796	354.7586	 	905.4535	365.09302	 	952.49097	367.6081	 	806.2659	386.84042	 	616.99054	386.34906	 	861.46344	393.32925	 	456.92276	428.08536	 	1313.7	444.5	 	304.28946	460.23685	 	428.5873	488.85715	 	403.15823	519.13293	 	295.35068	548.5045	 	463.26718	562.8244	 	350.98837	599.82556	*	1192.1854	986.4839	
68	194.93997	61.419586	 	869.85486	199.51613	 	916.5972	227.47223	 	936.0625	268.4	 	1388.25	274.8889	 	1235.0878	299.11404	 	896.43	308.54	 	685.7712	306.95764	 	1015.8461	320.44232	 	520.84735	337.87894	 	796.33826	354.25	 	905.3837	365.22092	 	951.5367	367.1422	 	805.15216	386.9565	 	616.0505	386.20642	 	861.0333	393.04443	 	456.83884	428.30167	 	1313.0385	444.5	 	304.04385	460.16666	 	428.48508	488.6567	 	402.81326	517.98193	 	295.2963	549.18054	 	462.76953	562.8242	 	350.78357	598.2313	 	1194.4559	984.7956	
69	194.38882	61.3214	 	869.76227	198.82787	 	917.1104	226.05844	 	936.6852	268.15433	 	1388.0758	274.5606	 	1235.3948	296.57895	 	895.7857	307.5306	 	686.0259	305.93103	 	1016.38464	319.71155	 	520.2447	336.85107	 	796.65625	353.5625	 	905.31177	365.11176	 	951.7072	366.491	 	805.2561	386.9634	 	615.5476	385.1	 	860.7222	393.0679	 	455.90985	427.14755	 	1312.5526	444.8158	 	303.51755	459.72806	 	427.82574	488.0606	 	401.81766	517.5706	 	295.40656	548.2196	 	463.69174	562.2368	 	351.16666	599.4167	*	1193.557	985.22784	
70	195.1492	61.128517	 	869.04095	199.43443	 	916.14105	226.46153	 	936.0443	268.55063	 	1386.5	275.5	 	1234.4027	297.88937	 	895.43	308.54	 	685.02545	307.82202	 	1016.0741	320.77777	 	518.4703	337.34158	 	795.85486	355.48386	 	904.27216	365.5	 	950.0982	367.29465	 	804.2659	387.71277	 	613.5577	385.81732	 	859.55554	393.83334	 	454.67093	426.93588	 	1311.8529	445.67648	 	302.34848	459.83334	 	426.13358	488.37024	 	401.39334	518.5	 	294.5	547.8785	 	462.74445	563.01483	 	347.975	600.3	*	1192.0042	985.8223	
71	194.45773	61.204735	 	869.4516	197.45161	 	917.4605	225.94737	 	936.2619	267.8095	 	1387.4412	274.29413	 	1234.5	297.76547	 	896.39215	308.2157	 	686.193	305.6579	 	1016.5566	320.17926	 	518.4495	336.68182	 	796.6	355.15	 	903.9231	364.98718	 	949.7818	366.29092	 	804.37805	387.0122	 	613.8942	384.59616	 	859.7353	392.78235	 	455.46667	426.81668	 	1311.1	444.23334	 	301.95312	458.78125	 	426.88635	487.62122	 	402.97223	517.55554	 	295.7056	547.4813	 	463.79297	561.8047	 	349.93243	600.41895	*	1193.5365	984.0621	
72	194.77356	61.328426	 	869.10315	198.37302	 	917.0867	226.71333	 	936.0663	267.8735	 	1387.591	274.19696	 	1233.3276	298.3793	 	895.71783	308.4208	 	686.19025	305.97787	 	1015.6667	320.2037	 	517.35565	337.10825	 	796.04236	355.3644	 	903.23334	365.43332	 	948.34546	367.12726	 	802.94183	387.38373	 	612.4524	384.87143	 	858.51135	393.22726	 	454.08536	427.18292	 	1311.0625	444.125	 	300.9355	459	 	426.29544	488.15152	 	402.84723	518	 	294.55	548.7727	 	463.51108	562.4225	 	346.2	600.2	*	1193.5077	983.14886	
73	194.18463	61.497025	 	867.94446	197.96031	 	917.36664	225.59334	 	935.9578	267.21085	 	1388.0714	273.55713	 	1232.5509	297.5	 	895.7653	308.73468	 	685.7054	306.2232	 	1015.0273	320.71817	 	516.33167	336.07425	 	795.5492	354.94263	 	902.3375	365.575	 	947.75665	366.677	 	801.81915	387.09573	 	611.98114	384.62265	 	857.61365	393.17044	 	453.9634	426.67075	 	1311.3125	445.4375	 	300.3305	458.97458	 	426.55264	487.48495	 	403.55884	517.66473	 	294.92673	548.3664	 	463.37726	562.38806	 	350.5729	598.84375	*	1193.0588	982.27454	
74	194.12318	61.25804	 	868.5	197	 	917.14105	225.3718	 	936.33905	266.94827	 	1387.9412	274.17648	 	1233.9608	297.03043	 	895.86456	307.5729	 	685.2094	306.52563	 	1015.1415	319.82074	 	516.29	335.46	 	795.9375	355.20834	 	902.3475	365.58475	 	947.9495	366.40826	 	801.0952	386.64285	 	611.4706	384.18628	 	857.9167	393.0238	 	454.60657	426.31146	 	1311.95	444.85	 	299.65	458.11667	 	426.6077	487.13846	 	403.6579	516.6184	 	295.15277	548.0787	 	463.8905	561.927	 	351.48764	598.6852	*	1192.8115	986.16394	
75	194.45532	61.47868	 	867.2213	197.36885	 	916.8117	226.24026	 	935.4425	268.3046	 	1386.8235	275.94116	 	1232.3403	297.54202	 	894.5	309.33505	 	685.13025	307.92856	 	1013.7593	320.5926	 	514.98114	336.16037	 	794.62067	355.93103	 	901.1875	366.45312	 	946.6121	367.3318	 	798.92224	387.47778	 	609.9375	385.0268	 	855.99475	393.0579	 	452.81708	427.99594	 	1310.35	446.1	 	297.18655	459.06717	 	425.72388	487.8433	 	401.82468	518.0585	 	294.82092	549.2535	 	462.86884	562.7662	 	352.2073	599.0122	*	1193.671	984.6053	
76	194.2997	61.246765	 	867.2258	197.30646	 	918.36664	225.36667	 	935.9471	268.13528	 	1387.4722	274.97223	 	1233.3483	296.94644	 	894.5928	307.52063	 	685.79913	306.52563	 	1014.5179	319.8393	 	514.6359	334.9563	 	794.7778	354.16666	 	900.9727	365.71817	 	946.15717	366.49048	 	798.9375	387.04166	 	609.98114	384.54718	 	856.35187	393.12964	 	453.02542	427.82202	 	1311.5	445.33334	 	297.02542	457.88983	 	425.91666	486.5606	 	403.86487	517.1081	 	294.8919	548.04956	 	463.8877	562.0181	 	354.35715	598.2551	*	1194.2516	984.7549	
77	195.10728	61.068947	 	866.38336	197.28334	 	917.4231	226.15384	 	934.81866	269.01648	 	1386.5278	275.58334	 	1232.9656	298.6207	 	893.74744	308.67526	 	685.5517	306.31033	 	1014	320	 	513.3571	335.51904	 	794.1111	354.85184	 	899.88776	366.92856	 	945.1036	366.8964	 	797.7292	387.41666	 	608.5673	385.19232	 	855.4101	393.64606	 	452.27048	428.59836	 	1311.7	445.43332	 	295.52942	458.44116	 	425.08087	486.53677	 	402.26624	518.29224	*	294.59344	547.87384	 	463.06924	562.56537	 	351.76666	598.43335	*	1193.2117	984.5859	
78	194.52005	61.41174	 	865.56555	196.95901	 	917.2875	225.9625	 	934.7258	269.3925	 	1387.0588	275.17648	 	1233.579	298.83334	 	893.1022	309.26343	 	684.9359	306.3889	 	1014.1667	320.91177	 	512.4619	335.89047	 	793.5526	354.95615	 	899.2241	366.55173	 	944.3241	367.00925	 	797.1	387.3	 	607.875	384.57693	 	854.6	393.6	 	451.95834	428.13333	 	1311.2693	444.80768	 	294.52856	458.6143	 	423.8111	486.7074	 	400.85367	517.96344	 	295.4099	548.05853	 	463.66916	562.6165	 	349.54166	598.05206	*	1193.947	984.99414	
79	194.49261	61.389896	 	866.14514	197	 	918.20886	225.09494	 	935.5	270.09573	 	1387.0758	274.92426	 	1233.1696	298.25653	 	893.25	309.09375	 	685.14105	306.047	 	1014.6	320.64	 	511.73364	335.8084	 	793.625	354.80356	 	899.6667	366.875	 	944.1355	367.2944	 	796.7292	386.79166	 	607.2714	384.3	 	854.94446	393.6	 	452.5	428.0378	 	1311	444.22223	 	294.58334	457.86667	 	424.0113	486.1466	 	402.32715	517.87036	 	295.5909	547.90454	 	463.7752	562.2752	 	352.70312	598.2969	*	1194.2054	983.6918	
80	194.72325	61.72112	 	864.54614	197.71538	 	916.7125	225.7875	 	935.2312	270.5645	 	1386.1571	276.1857	 	1232.1638	298.60345	 	892.23956	310.33334	 	683.90515	306.09482	 	1014	321	 	509.96017	336.96902	 	791.25806	355.91934	 	897.7353	367.30392	 	942.5648	367.91666	 	794.7414	387.5345	 	605.4434	385.09433	 	852.98315	394.41013	 	450.67798	428.47458	 	1310.4166	445.08334	 	292.87097	458.53226	 	421.8623	486.971	 	401.02875	517.93677	 	294.3532	548.66974	 	462.3608	563.478	 	352.92352	597.54706	*	1193.2659	984.94305	
81	194.54956	61.41865	 	864.7167	196.18333	 	917.821	224.66049	 	935.5947	270.33157	 	1386.8939	274.98486	 	1233.0378	297.61765	 	892.91235	310.43814	 	684.8684	305.23685	 	1014.9706	319.93137	 	510.33783	335.53604	 	791.5	354.43848	 	898.6667	366.69446	 	942.67145	367.3	 	794.5536	386.5357	 	605.5	384	 	853.2273	393.625	 	451.1154	427.047	 	1311.0333	443.96667	 	292.75	457.4375	 	422.4403	486.14926	 	402.02942	517.47644	 	294.2264	548.1415	 	464.01865	562.48883	 	353.1271	598.2627	 	1194.4526	984.64795	
82	194.9308	61.502075	 	864.23773	196.17213	 	917.88464	224.5	 	935.15955	270.7447	 	1386.9595	275.5811	 	1232.7632	296.8421	 	892.34375	310.8021	 	684.7941	305.86136	 	1015.06604	319.95282	 	509.5263	336.2193	 	791.0143	354.4	 	897.407	367.73254	 	941.73303	367.5	 	793.1981	386.82074	 	604.2706	384.12384	 	852.2977	394.08426	 	450.44873	426.97864	 	1310.9286	444.57144	 	291.4355	458.25806	 	422.36566	486.23135	 	400.04544	517.7727	 	293.97684	548.31946	 	463.34674	562.9061	 	352.7381	598.0595	*	1193.6818	984.80115	
