Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7	X8	Y8	Flag8	X9	Y9	Flag9	X10	Y10	Flag10	X11	Y11	Flag11	X12	Y12	Flag12	X13	Y13	Flag13	X14	Y14	Flag14	X15	Y15	Flag15	X16	Y16	Flag16	X17	Y17	Flag17
Tracks 1 to 17
56	745.7071	30.388607	 	1110.3464	197.79657	 	799.9308	216.98872	 	1179.6399	271.85422	 	638.13086	284.9079	 	1319.4336	384.73837	 	1201.6998	449.9168	 	976.025	718.7869	 	740.1609	774.70526	 	644.8711	783.66235	 	840.3527	824.5546	 	176.83012	893.9368	 	667.43555	894.4744	 	46.762306	903.16785	 	1264.1985	938.2436	 	530.5562	976.8614	 	821.68756	1036.9736	 
57	745.0762	30.375053	 	1109.7911	198.12636	 	799.5361	217.7581	 	1179.3561	272.20184	 	637.74835	285.2162	 	1318.9059	385.06906	 	1201.2262	450.3806	 	976.2071	718.92566	 	739.68677	774.9095	 	644.80756	783.9724	 	840.2276	824.6164	 	176.4053	893.64264	 	667.2907	894.9265	 	46.645134	903.4897	 	1263.9888	938.13495	 	530.2915	977.1579	 	821.31525	1037.1471	 
58	745.6325	30.252024	 	1109.8319	197.92146	 	800.1315	217.65651	 	1179.7031	272.3177	 	638.15063	285.08923	 	1319.1171	385.46417	 	1201.6189	449.95493	 	976.5003	719.2392	 	740.3731	774.44885	 	644.92896	784.1081	 	840.3256	823.64844	 	176.34546	893.37415	 	667.64594	894.7325	 	47.194386	903.3622	 	1264.4309	937.59467	 	530.8013	977.4053	 	822.6269	1036.8966	 
59	745.54346	30.361967	 	1109.899	197.95235	 	800.3013	217.99893	 	1179.8578	272.50684	 	637.8679	285.22955	 	1319.0802	385.31888	 	1201.444	449.87912	 	976.48444	719.8759	 	739.4802	774.39667	 	644.5723	784.3361	 	839.45807	823.63837	 	175.8438	894.0714	 	667.4056	895.11145	 	47.54007	903.61725	 	1264.0916	937.7551	 	531.1387	977.2169	 	822.5745	1037.1709	 
60	745.24115	30.389124	 	1109.5695	198.09729	 	800.43445	218.75642	 	1180.0001	272.675	 	637.7228	285.38278	 	1319.0907	385.7081	 	1201.0199	449.54413	 	976.48755	719.7142	 	739.4261	774.441	 	644.95135	784.0037	 	839.5982	823.9617	 	175.85909	894.34247	 	667.28705	895.4012	 	47.11355	903.3993	 	1264.0049	938.08325	 	531.4623	977.3677	 	822.1217	1037.3456	 
61	745.7079	30.379595	 	1110.5955	197.83987	 	800.589	218.9175	 	1180.6549	272.46338	 	638.1988	285.0903	 	1319.7979	385.72437	 	1200.8308	449.09988	 	976.9753	718.9301	 	739.43713	774.11633	 	645.7016	784.19586	 	839.57556	823.57355	 	176.62564	894.2197	 	667.28156	895.16705	 	47.63592	903.03107	 	1264.4619	937.6249	 	532.1017	977.1451	 	822.49066	1037.07	 
62	745.3739	30.32892	 	1110.1614	197.92738	 	800.3616	219.38818	 	1180.0897	272.5885	 	637.60156	285.43237	 	1319.3608	386.17813	 	1200.4508	449.20032	 	976.4835	719.2412	 	739.4253	774.847	 	645.4774	784.57385	 	838.72076	824.1273	 	176.18019	894.46454	 	666.56256	895.0608	 	46.86211	903.4305	 	1263.3932	938.2403	 	531.7212	977.69464	 	822.2375	1037.2241	 
63	745.73254	30.393688	 	1111.1002	197.56116	 	801.31665	218.77394	 	1181.0887	272.40475	 	638.0955	285.11346	 	1319.8612	386.2785	 	1200.5563	449.217	 	977.0712	719.2906	 	739.63043	774.5839	 	645.7526	783.76953	 	839.236	823.5313	 	176.09662	894.2008	 	666.7552	894.67816	 	46.897587	903.20013	 	1263.7753	937.89734	 	532.2683	977.45264	 	822.5914	1037.1805	 
64	746.07294	30.479883	 	1111.3344	197.78256	 	800.97406	218.59737	 	1180.776	271.95416	 	638.04156	284.996	 	1319.6422	386.1553	 	1200.9924	448.94617	 	977.3358	719.01984	 	739.82153	774.3162	 	646.0562	783.4537	 	839.5415	823.6935	 	175.73561	894.2595	 	666.5434	894.32965	 	46.595757	903.0253	 	1263.673	938.0068	 	532.1776	977.3182	 	822.6867	1037.0813	 
65	745.7696	30.393671	 	1111.3608	197.46196	 	800.8762	218.64714	 	1180.249	272.0893	 	637.6841	285.12357	 	1319.5125	385.8821	 	1200.8282	448.91226	 	977.3598	719.14453	 	739.09424	774.54626	 	645.91266	783.66016	 	839.1982	823.69934	 	175.9891	894.3124	 	666.1942	894.37866	 	46.00855	903.78186	 	1263.2969	938.0398	 	532.3279	977.5293	 	821.9076	1036.9181	 
66	746.05817	30.48908	 	1111.4431	197.03207	 	801.2633	217.885	 	1181.0714	271.6342	 	638.08044	284.78503	 	1319.9591	385.3366	 	1200.6226	448.22256	 	977.3888	718.69836	 	739.4921	774.43445	 	646.61115	782.73376	 	839.70654	823.4677	 	176.66737	893.5042	 	666.7371	893.7402	 	46.09582	903.48175	 	1264.0098	937.5139	 	532.8731	976.8952	 	821.8519	1035.8046	 
67	745.6006	30.605593	 	1111.5739	197.16745	 	801.35626	218.0596	 	1180.6943	271.68063	 	637.94305	284.9202	 	1320.0852	385.31006	 	1200.0365	448.4494	 	977.283	718.39215	 	739.62823	774.87506	 	646.2239	782.39813	 	839.4053	823.72266	 	176.64038	893.2972	 	666.4186	893.9859	 	46.164505	903.7544	 	1264.171	937.20404	 	532.41547	977.42694	 	821.7754	1035.8866	 
68	745.81415	30.463041	 	1111.1187	197.15167	 	801.59973	217.44725	 	1180.5709	271.7661	 	638.07007	284.81412	 	1320.5656	385.1444	 	1200.618	448.18585	 	977.28955	718.28674	 	740.2349	774.90393	 	647.0374	782.5445	 	839.736	823.7446	 	176.81258	893.32495	 	666.3388	893.79364	 	46.296883	903.8621	 	1264.5823	936.59344	 	532.8693	977.5126	 	822.3039	1035.8398	 
69	745.5517	30.735	 	1110.3055	196.91818	 	801.2763	218.01096	 	1180.1029	271.70013	 	637.9105	284.90204	 	1320.066	385.47165	 	1200.7389	447.99017	 	977.03406	718.1673	 	739.57446	775.37665	 	646.3208	782.56085	 	839.30225	823.6238	 	176.78055	893.332	 	666.3871	894.11816	 	45.54304	904.2659	 	1264.3397	936.7447	 	532.5381	977.32227	 	822.06055	1036.4503	 
70	745.66815	30.828512	 	1110.3435	197.20715	 	801.1821	218.3555	 	1180.7034	271.72794	 	637.8255	285.08554	 	1319.9668	385.50964	 	1200.4763	448.3518	 	977.0752	718.9273	 	739.602	775.70636	 	646.24554	783.1158	 	839.173	824.6415	 	177.25641	894.14575	 	666.4608	894.3866	 	45.821354	904.36096	 	1264.4042	937.06085	 	532.60706	977.88385	 	822.0075	1036.419	 
71	745.7373	30.701736	 	1110.7438	196.90443	 	800.4991	217.8894	 	1181.0941	271.82224	 	638.2001	284.90137	 	1320.4469	385.3785	 	1200.4312	448.17953	 	977.59955	719.49005	 	739.7478	775.79504	 	646.36456	782.85077	 	839.3411	824.64233	 	177.62045	894.6325	 	666.4457	894.22894	 	46.026115	904.00366	 	1264.6409	936.93805	 	532.84454	977.19415	 	822.27765	1036.2389	 
72	745.54877	30.964228	 	1110.08	197.20624	 	800.18365	218.30757	 	1180.6759	271.884	 	637.6208	285.48398	 	1319.9775	385.46228	 	1200.3197	448.81396	 	977.70825	720.38086	 	739.684	776.4267	 	645.9036	783.2776	 	839.14716	825.43427	 	176.95424	895.51025	 	666.12836	894.53094	 	45.473515	904.658	 	1263.9856	937.26965	 	532.5168	977.6851	 	822.2875	1036.2393	 
73	746.20795	30.910948	 	1110.3749	197.19476	 	800.9764	218.20212	 	1180.9484	272.02573	 	638.0456	285.32404	 	1320.541	385.27142	 	1200.6254	448.55225	 	978.52295	720.36743	 	739.98706	776.35815	 	645.97894	782.91016	 	838.88635	825.5822	 	176.80603	895.84125	 	666.6461	893.906	 	46.115543	904.3393	 	1264.4241	937.0088	 	532.32135	977.3219	 	823.10284	1035.8861	 
74	745.9613	30.875666	 	1109.8951	196.94392	 	800.8431	218.22804	 	1180.0894	272.36136	 	637.98804	285.27997	 	1320.5338	385.44357	 	1199.6912	448.5813	 	978.1884	720.22437	 	739.8495	776.6234	 	646.1464	782.69885	 	838.73267	825.2421	 	176.27629	895.7819	 	666.6502	894.0897	 	46.01665	904.2642	 	1264.4027	937.1615	 	532.02246	976.8609	 	823.1347	1036.1434	 
75	745.8756	30.967373	 	1109.9834	197.10938	 	800.51215	218.4821	 	1180.0958	273.1176	 	637.6721	285.46796	 	1320.3414	385.5623	 	1199.3533	448.7051	 	978.33496	720.3403	 	739.6375	776.8163	 	646.4568	782.59357	 	839.1543	825.08405	 	176.14409	895.99835	 	666.0737	893.9366	 	45.98366	903.588	 	1264.1879	937.08936	 	531.57385	977.0557	 	822.6927	1036.369	 
76	746.31995	30.822208	 	1110.3768	196.35672	 	800.8109	218.42934	 	1180.6034	272.52213	 	638.2375	285.0849	 	1320.9159	385.0762	 	1199.9106	448.3074	 	978.6279	720.03503	 	740.2167	776.2343	 	647.10046	782.4482	 	839.7118	824.0767	 	176.71478	896.0849	 	666.6543	893.6292	 	46.60751	903.17395	 	1264.7983	936.97894	 	531.7501	976.38495	 	822.9521	1036.259	 
77	745.7101	30.973127	 	1110.6769	196.63443	 	800.4003	218.7778	 	1180.4186	272.6249	 	637.71216	285.4041	 	1320.8494	384.94705	 	1199.3962	448.11386	 	978.7061	720.34406	 	740.04254	776.38934	 	646.28644	782.26385	 	839.3724	824.615	 	176.601	896.40295	 	665.978	893.6039	 	46.02517	902.79553	 	1264.6447	937.0902	 	531.3198	976.9244	 	822.7916	1036.2592	 
78	745.963	30.889866	 	1110.8591	195.89677	 	800.59174	218.40463	 	1180.9508	272.35556	 	638.1373	285.07333	 	1320.7593	384.73624	 	1199.3605	447.79	 	978.6722	720.011	 	740.4545	776.4333	 	646.6761	781.6223	 	839.7468	824.32336	 	176.69916	896.0164	 	666.4006	893.1159	 	46.15009	902.41144	 	1265.2864	936.84607	 	531.4527	976.56854	 	822.90936	1035.8049	 
79	745.65344	30.888592	 	1110.7593	196.02141	 	800.7457	218.60588	 	1181.096	271.65433	 	638.0584	285.04242	 	1321.1276	384.519	 	1199.3588	447.78802	 	978.3021	719.7518	 	740.7141	776.8043	 	646.52057	781.41644	 	839.87805	824.25543	 	176.98705	895.5187	 	665.8396	893.35156	 	46.092113	902.1795	 	1265.2234	937.14166	 	530.97675	976.5191	 	823.0549	1035.712	 
80	745.7339	30.832096	 	1110.5033	195.91986	 	800.686	218.80225	 	1180.8658	271.75623	 	637.8982	285.1278	 	1321.2025	384.46106	 	1199.0984	447.56586	 	978.5	719.16895	 	740.6667	776.65936	 	646.2113	781.04755	 	839.8489	824.2764	 	177.36812	895.9086	 	665.48553	893.2446	 	45.989113	902.06415	 	1265.138	937.28766	 	531.00775	975.857	 	822.748	1035.8668	 
81	746.0592	30.749178	 	1110.3365	196.24588	 	800.72003	218.77573	 	1180.7998	271.40402	 	638.1979	284.9057	 	1321.4069	384.50333	 	1199.7332	447.09274	 	978.6272	718.5006	 	741.0235	776.12335	 	646.4074	779.8169	 	839.7227	823.52386	 	177.50786	895.72595	 	665.1005	893.0062	 	45.923893	902.1012	 	1265.5719	937.1189	 	531.32336	975.2994	 	822.894	1035.6261	 
82	745.88245	30.923265	 	1110.0417	196.8396	 	800.1635	218.59488	 	1180.5778	271.4232	 	637.67145	285.18155	 	1320.9634	384.79843	 	1199.0225	447.36185	 	978.1979	718.7578	 	740.8002	776.24805	 	646.0594	780.36633	 	838.8227	823.6559	 	176.62625	895.7093	 	664.46564	893.3749	 	45.475014	902.5673	 	1265.0106	937.5324	 	530.17834	975.5787	 	822.5036	1036.196	 
83	746.22687	30.839066	 	1110.02	196.69585	 	801.10565	217.98721	 	1181.3556	271.31598	 	638.1194	284.89926	 	1321.3453	384.71048	 	1198.9854	446.8071	 	978.43365	718.5006	 	741.35175	775.8059	 	646.17426	779.99695	 	839.0324	823.2943	 	176.87598	895.8025	 	664.83594	893.1155	 	45.476093	902.4188	 	1265.5739	937.0756	 	530.7312	975.4501	 	822.9087	1036.1324	 
84	745.9847	30.884552	 	1109.5728	196.42563	 	800.7554	217.79736	 	1181.1375	271.2559	 	637.95416	285.01044	 	1321.4038	384.83987	 	1198.9183	446.8482	 	978.6868	718.41943	 	741.2281	775.6133	 	645.88654	780.2113	 	838.70654	822.58716	 	176.11736	895.7235	 	665.25574	893.2642	 	45.224228	902.542	 	1265.1964	937.549	 	530.2779	975.45325	 	822.7706	1035.8568	 
85	745.62976	31.008543	 	1109.1417	196.92871	 	800.753	218.4927	 	1180.7844	272.0098	 	637.72314	285.1772	 	1321.2767	385.03598	 	1199.117	447.38663	 	978.15454	718.5208	 	741.09644	775.85406	 	645.73413	780.41846	 	838.7978	823.0329	 	175.88713	896.0455	 	664.78204	893.6711	 	45.246323	902.78015	 	1264.5535	937.5671	 	529.5012	975.2865	 	822.48254	1036.8721	 
86	746.0074	30.897131	 	1109.1124	196.50923	 	801.15765	218.06966	 	1181.0677	271.64224	 	638.1245	284.90768	 	1321.4434	384.5404	 	1199.5565	447.08517	 	978.59784	717.9704	 	741.27203	775.2996	 	645.89294	779.914	 	839.09814	822.73364	 	176.11142	895.55524	 	665.0911	893.32196	 	45.25427	902.1804	 	1265.0812	937.30383	 	530.2453	975.0211	 	822.02814	1036.2561	 
87	745.57605	31.010777	 	1108.6494	196.48979	 	800.8957	217.9959	 	1180.277	272.14035	 	637.6853	285.25266	 	1320.8638	384.39886	 	1199.0925	447.7215	 	978.3661	718.25574	 	740.30115	775.839	 	645.1011	780.367	 	838.84125	822.9219	 	175.60193	895.42773	 	664.519	893.20636	 	44.85443	902.0546	 	1264.7778	937.40027	 	529.978	975.65234	 	821.28455	1036.1971	 
88	745.75604	30.924007	 	1109.0249	196.29256	 	800.86383	218.33536	 	1180.1588	272.26263	 	638.0356	285.21545	 	1320.8787	383.88742	 	1199.385	447.77606	 	978.4554	718.2233	 	740.8377	775.5582	 	645.9808	780.058	 	839.7849	823.1159	 	175.71036	895.7143	 	664.84674	893.07544	 	45.034042	902.1295	 	1264.641	937.63574	 	530.0456	975.2877	 	822.2268	1036.2065	 
89	745.50696	30.84535	 	1109.0953	196.06049	 	800.6603	218.28537	 	1180.1243	272.27466	 	638.0271	285.04672	 	1320.7463	383.81943	 	1199.2944	447.73465	 	977.9639	718.00726	 	740.9428	775.1138	 	646.19366	779.8169	 	839.8218	822.7197	 	175.71857	895.682	 	664.78815	892.7208	 	45.157833	902.1246	 	1264.5812	937.6518	 	529.1625	974.90826	 	822.0882	1036.0173	 
90	745.561	30.851065	 	1109.9562	196.13078	 	800.6293	218.55826	 	1180.303	272.4737	 	637.90594	285.32547	 	1320.929	383.81802	 	1199.748	447.473	 	977.8619	717.937	 	740.6706	775.38525	 	645.98676	780.0421	 	839.4902	823.11084	 	175.74239	896.115	 	664.45483	892.9063	 	44.89106	902.4097	 	1264.9971	938.2916	 	528.9439	975.1331	 	822.34863	1035.7979	 
91	745.6715	30.761156	 	1109.9976	195.42635	 	800.8032	218.47543	 	1180.5879	272.0192	 	638.13245	284.9472	 	1321.3516	383.9737	 	1199.624	446.86356	 	978.20154	717.1836	 	741.16516	774.95874	 	646.47943	780.30914	 	839.7599	823.09576	 	176.10548	895.349	 	664.5475	893.05426	 	45.153957	901.5548	 	1265.1644	938.21936	 	529.155	974.49133	 	822.39905	1035.633	 
92	745.36597	30.711134	 	1109.7653	195.74893	 	800.5133	218.83556	 	1179.9999	272.56573	 	637.7674	285.3898	 	1320.7645	384.39185	 	1199.0979	447.19202	 	977.3771	717.3408	 	740.88477	775.8793	 	646.00793	780.51855	 	839.4047	823.26666	 	175.38852	895.47797	 	664.2059	894.0861	 	44.426197	901.6914	 	1264.9706	938.80005	 	528.75653	973.8452	 	821.7247	1035.8247	 
93	745.75415	30.638103	 	1109.656	195.84663	 	800.6037	218.31868	 	1180.2771	272.5037	 	638.1785	285.10535	 	1321.2546	384.20187	 	1199.0927	446.3772	 	977.25885	716.45996	 	741.645	775.7536	 	646.831	780.07214	 	839.7073	823.07556	 	175.81331	895.0714	 	664.5887	893.3238	 	45.045	901.92175	 	1265.0796	938.3766	 	529.25385	973.62885	 	822.26184	1035.5006	 
94	745.7189	30.74907	 	1108.9731	196.05472	 	800.23267	218.46791	 	1179.615	272.31674	 	638.042	285.2484	 	1321.2715	384.53235	 	1198.7804	446.7204	 	976.9702	716.2683	 	741.72766	776.21246	 	646.31885	780.37006	 	839.63434	823.2267	 	175.5603	895.339	 	664.402	893.38306	 	45.11629	902.4424	 	1265.146	938.58185	 	529.12335	973.9575	 	821.7387	1036.1117	 
95	745.39307	30.856	 	1109.0149	196.9051	 	800.01276	218.70877	 	1179.6427	272.59183	 	637.7424	285.47742	 	1321.1887	384.7807	 	1199.4014	447.4834	 	977.0884	716.5916	 	741.2178	776.3239	 	646.0446	780.94794	 	839.5102	823.1624	 	174.6184	895.7724	 	664.4107	893.47284	 	45.1995	902.26184	 	1265.0537	939.0302	 	529.12354	974.51215	 	821.8245	1036.2996	 
96	746.0027	30.812525	 	1109.2878	196.04826	 	800.4828	218.6072	 	1179.9098	272.4099	 	638.1164	284.98148	 	1321.0381	384.37436	 	1199.4211	446.84683	 	977.4746	715.7807	 	741.81195	774.95575	 	646.26373	780.5784	 	839.7874	822.9878	 	174.66187	895.33545	 	664.6734	892.7705	 	45.350235	901.33344	 	1265.1746	938.6013	 	529.4078	973.8887	 	822.17535	1035.2523	 
97	745.7162	30.988419	 	1109.0955	195.81158	 	800.8567	218.87247	 	1179.7207	272.89474	 	637.72546	285.23624	 	1320.3396	384.5905	 	1198.9105	447.00397	 	976.9133	716.0034	 	741.50726	775.2556	 	646.25354	780.5141	 	839.3278	823.4651	 	174.47379	895.5473	 	663.62573	892.9442	 	44.966198	901.40826	 	1264.5756	938.69476	 	529.09357	974.18097	 	822.0627	1035.3092	 
98	745.88544	30.990252	 	1109.8843	195.22653	 	801.8271	218.39743	 	1179.9905	272.81876	 	637.98016	284.98062	 	1320.7902	384.5926	 	1198.7501	446.70264	 	977.49445	715.7262	 	742.1183	774.7427	 	647.0652	780.4172	 	839.4812	823.46967	 	174.69086	895.485	 	663.8578	892.18567	 	45.55451	901.24426	 	1265.0366	938.36426	 	529.6242	974.3207	 	822.69196	1034.8983	 
99	745.96796	30.945211	 	1109.8254	195.46655	 	801.8265	218.5215	 	1179.7922	272.9214	 	637.9564	284.92328	 	1321.2542	384.96756	 	1198.9015	447.15454	 	977.3515	715.7159	 	742.10895	774.4032	 	646.6115	780.5148	 	839.5645	823.3197	 	174.61716	895.22577	 	663.9846	892.2381	 	46.24846	901.22205	 	1264.826	938.4229	 	529.1902	974.63165	 	822.4211	1034.8394	 
100	745.9172	31.077187	 	1109.2852	195.68805	 	801.68744	218.48274	 	1179.7913	272.72287	 	637.8124	285.18567	 	1321.54	384.76498	 	1198.8702	446.83875	 	977.20245	715.8781	 	741.9831	775.0035	 	646.85004	780.82245	 	839.2043	823.15137	 	174.43741	895.44824	 	663.8496	892.2161	 	46.692173	901.5344	 	1265.2041	938.8384	 	529.3567	975.0446	 	822.16455	1034.6936	 
101	746.2707	30.985796	 	1109.8522	195.16187	 	801.8229	217.74818	 	1180.3276	272.14575	 	638.1293	284.84457	 	1322.0585	384.2426	 	1199.6335	446.38004	 	977.6669	715.4975	 	742.411	775.1294	 	647.6996	780.60046	 	839.85767	822.6339	 	174.17139	895.01776	 	664.4609	891.74677	 	47.102	900.83203	 	1265.5111	937.9899	 	529.4269	975.01575	 	822.62134	1034.7749	 
102	745.65283	30.950693	 	1109.6906	195.71404	 	801.53735	217.89769	 	1179.6487	272.94223	 	637.70245	285.27936	 	1321.559	384.66888	 	1198.8948	446.94678	 	977.27246	715.3413	 	742.4117	775.1109	 	647.98444	781.09595	 	839.4924	822.6135	 	173.90443	895.3407	 	664.26227	892.30536	 	46.89013	901.2194	 	1265.0562	938.55524	 	529.34515	975.01855	 	822.6032	1035.3518	 
103	745.80237	30.807314	 	1109.8219	195.30598	 	801.34985	217.22308	 	1179.6085	272.8863	 	638.1234	285.09143	 	1321.5447	384.50845	 	1199.2925	446.64243	 	977.95056	714.8052	 	742.70496	774.8951	 	648.27466	780.87537	 	839.7181	822.2312	 	174.54526	895.1176	 	664.3249	892.24774	 	47.20185	900.6817	 	1265.3593	938.1187	 	529.7087	974.64404	 	823.17017	1035.0945	 
104	745.60455	30.94712	 	1109.7661	195.71996	 	801.4894	217.25613	 	1179.9337	273.37814	 	637.97626	285.1799	 	1321.6349	384.51263	 	1199.4221	447.1593	 	977.83984	714.7614	 	742.4331	775.2285	 	648.6048	780.8995	 	839.0351	822.7703	 	174.42691	895.241	 	663.82275	892.42255	 	47.40629	900.9033	 	1265.5176	938.0162	 	529.8264	974.4006	 	823.34625	1035.6594	 
105	745.48566	30.839762	 	1109.7279	195.49709	 	801.0298	217.16626	 	1179.618	273.44174	 	637.73834	285.30038	 	1320.8075	384.50693	 	1199.0336	446.98657	 	977.6997	714.7808	 	742.2265	775.70416	 	648.1757	781.3651	 	838.74054	823.4782	 	174.88763	895.2579	 	663.83514	892.539	 	47.17635	901.5458	 	1265.6272	937.97845	 	529.7812	974.63983	 	823.0659	1035.8253	 
106	746.0109	30.743721	 	1110.0642	195.0416	 	800.94617	217.27525	 	1180.2584	273.36142	 	638.20294	285.05417	 	1321.1157	384.09793	 	1199.3348	446.35043	 	978.15894	714.1127	 	742.7214	775.39886	 	648.2183	781.76917	 	838.93945	823.467	 	175.29729	894.7892	 	664.1605	892.3964	 	47.46216	900.94324	 	1266.3318	937.9	 	530.18744	974.1298	 	823.2547	1035.2257	 
107	745.6905	30.919868	 	1109.7501	195.22725	 	800.4248	217.91104	 	1179.744	273.63983	 	637.7377	285.45047	 	1320.8518	384.4244	 	1199.0083	446.98135	 	977.58795	714.5186	 	742.5197	775.5984	 	647.1723	781.9375	 	838.7546	824.2809	 	175.47408	895.48975	 	663.92865	892.25635	 	47.009552	901.2934	 	1265.6335	938.6397	 	529.4109	974.3922	 	822.4388	1035.5256	 
108	746.01636	30.862745	 	1110.0284	194.86813	 	800.7065	217.87633	 	1180.2255	273.3725	 	638.01117	285.07028	 	1321.1007	384.35623	 	1199.0922	446.50214	 	977.7763	714.2995	 	742.86615	775.6107	 	647.2867	781.79126	 	839.37213	823.3373	 	175.88777	895.8896	 	664.38654	891.4752	 	47.726994	901.0098	 	1266.0096	938.3596	 	529.5585	973.82794	 	822.51843	1035.4928	 
109	745.85114	30.882196	 	1109.8866	195.05405	 	800.41895	217.85083	 	1180.1375	272.89203	 	638.02765	285.06573	 	1321.2639	384.53653	 	1198.3291	446.35596	 	977.62634	714.3492	 	742.5486	775.4957	 	647.19946	782.1292	 	839.601	823.3343	 	176.28122	896.4883	 	664.45776	891.0715	 	47.80362	900.5488	 	1265.8833	938.05286	 	529.2704	973.9089	 	822.2537	1035.2341	 
110	745.6993	30.950901	 	1109.4336	195.13469	 	800.0442	218.36388	 	1180.4119	273.13086	 	637.75696	285.1994	 	1321.2998	384.52835	 	1198.3083	445.85794	 	977.29144	714.6599	 	742.5823	775.5043	 	647.0494	782.2292	 	839.75006	823.6851	 	176.29855	896.5545	 	664.40515	891.1057	 	47.996025	900.58984	 	1265.4537	938.1323	 	529.0101	974.6537	 	822.2704	1035.2837	 
111	746.0663	30.722866	 	1109.5944	194.78455	 	800.6988	217.90726	 	1180.6624	272.66263	 	638.1699	284.89667	 	1321.311	384.11005	 	1198.2468	445.3672	 	977.30054	714.1569	 	742.8224	775.48517	 	647.3363	782.05774	 	840.3693	823.414	 	176.4741	896.27637	 	664.6029	890.3435	 	48.42131	900.3756	 	1265.856	937.7298	 	529.40796	974.1537	 	822.6724	1035.1136	 
112	745.55597	30.677446	 	1109.2776	195.25616	 	800.5924	218.08061	 	1180.0742	272.49786	 	637.8195	284.94824	 	1320.4738	384.26056	 	1198.0708	445.56177	 	976.9888	714.528	 	742.88745	775.65106	 	647.08716	782.5241	 	840.1512	823.4643	 	175.873	896.14777	 	664.3691	890.4587	 	48.251987	900.46375	 	1265.0192	937.94415	 	528.9613	974.3337	 	822.41156	1035.5575	 
113	746.00415	30.57625	 	1109.4371	194.90898	 	801.0573	218.24681	 	1180.6663	272.33588	 	638.0571	284.85236	 	1320.535	384.11667	 	1198.6738	445.52264	 	978.0031	714.24225	 	743.3074	775.723	 	647.5546	782.73926	 	840.5292	823.33453	 	176.555	896.20404	 	664.59174	890.6711	 	48.321125	900.20844	 	1265.4901	937.7332	 	529.1836	974.076	 	822.83844	1035.4098	 
114	745.8144	30.673786	 	1109.463	194.7573	 	800.88336	218.63225	 	1180.6848	272.60278	 	638.01843	285.03735	 	1320.5388	383.82358	 	1198.6237	445.52817	 	977.99023	714.454	 	743.2308	775.96857	 	647.2087	782.70135	 	840.54913	823.2767	 	176.49307	896.081	 	664.059	891.40186	 	48.030468	899.81	 	1265.6079	938.07556	 	529.1125	974.41473	 	822.7535	1035.7177	 
115	745.75073	30.739157	 	1109.1882	194.92133	 	801.2663	218.69643	 	1180.6398	272.8477	 	637.96326	285.16367	 	1320.6243	384.16888	 	1198.6678	445.48315	 	977.7843	714.9224	 	743.8108	776.221	 	647.2431	782.7711	 	840.885	823.6249	 	176.70903	896.34784	 	664.55096	891.34265	 	48.118237	899.36914	 	1265.2007	938.0911	 	529.1931	973.77454	 	823.3698	1036.2355	 
116	745.8005	30.642384	 	1109.259	194.74196	 	801.9571	218.34288	 	1180.559	273.10672	 	638.15576	285.04828	 	1321.3003	384.25528	 	1198.782	445.2937	 	977.29407	714.8655	 	744.43854	776.1479	 	647.22217	782.6821	 	841.1384	823.76965	 	176.39424	896.5717	 	664.93317	890.8786	 	47.9806	899.4236	 	1265.4178	938.0	 	529.6017	973.5466	 	823.3957	1036.3834	 
117	745.40674	30.97842	 	1109.3499	195.29378	 	801.6309	218.85681	 	1179.9355	273.62817	 	637.6858	285.4532	 	1321.3619	384.6429	 	1198.227	445.63773	 	976.7843	715.5506	 	744.3864	776.5538	 	647.1944	783.57135	 	840.48755	824.5306	 	175.4943	897.1163	 	664.6133	891.2152	 	47.37287	899.9398	 	1264.8623	938.2968	 	529.81836	973.7722	 	822.82623	1036.8223	 
118	745.307	30.919828	 	1109.793	195.25201	 	801.99817	218.53247	 	1180.436	273.3747	 	638.06665	285.26782	 	1321.6837	385.01813	 	1198.9346	445.30206	 	977.24945	715.60815	 	744.69995	776.4044	 	647.218	783.3961	 	841.28955	824.3529	 	176.19342	896.9929	 	664.7424	890.87354	 	47.335144	899.7292	 	1264.9723	937.97754	 	530.34814	973.88684	 	823.37024	1035.8284	 
119	745.1779	30.97126	 	1109.215	195.44637	 	801.819	218.54219	 	1179.834	273.2839	 	637.93744	285.29385	 	1321.3562	384.73352	 	1198.7245	445.4954	 	977.0854	715.6836	 	744.18176	776.4745	 	646.9407	783.04034	 	841.4403	824.3042	 	176.27272	896.7318	 	664.42523	890.6417	 	47.125664	899.56134	 	1264.6948	937.8393	 	530.0616	973.7134	 	823.2738	1035.8782	 
120	744.9882	31.01706	 	1109.0251	195.84065	 	802.02313	218.90378	 	1179.695	273.6166	 	637.6655	285.46426	 	1320.6768	384.7657	 	1198.6523	445.4019	 	977.01276	715.6988	 	743.466	776.46936	 	646.2793	783.0576	 	841.4023	824.43854	 	175.56798	896.77466	 	664.20337	890.75037	 	46.571934	900.05927	 	1264.5676	937.8917	 	529.8072	973.2642	 	822.6011	1035.8042	 
