Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7	X8	Y8	Flag8	X9	Y9	Flag9	X10	Y10	Flag10	X11	Y11	Flag11	X12	Y12	Flag12	X13	Y13	Flag13	X14	Y14	Flag14	X15	Y15	Flag15	X16	Y16	Flag16	X17	Y17	Flag17
Tracks 1 to 17
121	745.2465	30.740313	 	1109.2714	194.66942	 	801.8557	218.30511	 	1179.6277	272.62985	 	638.1297	284.88287	 	1321.4435	384.3155	 	1199.485	444.2467	 	977.019	715.551	 	744.2079	775.7579	 	647.1904	782.03784	 	842.05615	823.5799	 	175.91936	896.3234	 	664.45264	889.9311	 	47.03127	900.08734	 	1264.959	936.9772	 	530.44183	972.168	 	823.13135	1035.2195	 
122	744.98083	30.798143	 	1108.9657	194.46468	 	801.46454	218.75499	 	1179.3319	272.48193	 	637.6844	285.18787	 	1321.1108	384.36145	 	1198.8491	444.432	 	976.3195	715.8585	 	743.4945	775.983	 	646.9452	782.14545	 	841.6998	823.9389	 	175.83493	896.45935	 	663.83636	890.2174	 	46.36313	900.4847	 	1264.4443	937.40717	 	530.04376	972.6155	 	822.42	1035.5066	 
123	745.07874	30.709389	 	1108.6415	194.05667	 	801.75	218.25667	 	1179.2227	272.33554	 	637.9426	284.84552	 	1321.4725	384.1848	 	1198.9191	444.3598	 	976.81244	716.089	 	744.26843	775.4437	 	647.32385	782.2905	 	842.3099	823.809	 	176.39406	896.3148	 	663.69653	889.8325	 	46.649117	900.3459	 	1264.918	937.0992	 	530.14417	972.4036	 	823.1757	1035.3715	 
124	745.18677	30.52722	 	1109.1921	193.7237	 	802.03595	218.01128	 	1179.2433	272.04004	 	637.99603	284.6763	 	1321.5931	384.52502	 	1198.574	444.1135	 	976.6633	715.4228	 	744.0058	775.3477	 	647.2899	781.93726	 	842.16376	823.47864	 	176.8641	895.666	 	664.12286	889.696	 	47.030865	900.3648	 	1265.0482	936.8432	 	531.1235	971.9918	 	823.2874	1035.5383	 
125	745.05255	30.774412	 	1109.3751	194.0704	 	801.91223	218.56784	 	1179.0803	272.51532	 	637.75397	284.9914	 	1321.2926	385.05194	 	1198.7522	444.30338	 	976.52014	715.7649	 	744.06885	775.6809	 	647.79614	782.104	 	841.70374	823.8386	 	177.31177	895.74615	 	664.0732	890.22516	 	47.15022	900.7141	 	1265.0383	937.16254	 	531.0114	972.08105	 	823.39496	1036.5168	 
126	745.4324	30.679594	 	1110.3984	194.0673	 	802.13196	217.8864	 	1179.619	272.79968	 	638.2603	284.85913	 	1321.7523	385.0881	 	1199.4646	444.6162	 	976.6131	715.2682	 	744.2472	775.5143	 	648.19135	781.7795	 	842.0154	823.9896	 	177.81508	895.8873	 	664.6073	890.05634	 	47.7648	900.9907	 	1265.7412	937.3445	 	531.1895	972.70856	 	823.4841	1036.5806	 
127	744.84247	30.911934	 	1110.1522	194.69258	 	801.7218	218.22467	 	1179.2507	273.4825	 	637.7323	285.48157	 	1321.2177	385.58093	 	1198.9711	445.47885	 	975.9804	715.8915	 	743.49664	775.9122	 	647.3101	782.3333	 	840.99286	825.0828	 	176.91805	897.02814	 	664.19324	890.3772	 	47.135136	901.52966	 	1265.0332	938.2878	 	530.8559	973.611	 	822.74475	1037.232	 
128	745.40735	30.703888	 	1111.2047	194.12894	 	802.47424	217.73795	 	1179.4902	273.41867	 	638.115	285.14337	 	1321.6849	385.36572	 	1199.1093	445.27255	 	975.6271	715.2378	 	743.53186	775.4639	 	647.5699	782.50946	 	841.09595	824.5671	 	177.5549	896.94977	 	664.4336	890.3928	 	47.80262	901.43524	 	1265.3754	937.89923	 	531.4521	973.3425	 	823.5542	1036.7341	 
129	745.4513	30.734104	 	1111.1544	194.29329	 	802.6754	217.94208	 	1179.5826	273.67935	 	638.0292	285.49854	 	1321.523	386.082	 	1199.0709	446.465	 	975.20166	715.7404	 	743.34705	776.2074	 	647.7888	782.81415	 	840.7149	825.0393	 	178.05408	897.8977	 	664.8401	890.67444	 	48.28065	901.6964	 	1265.3733	938.3468	 	531.57416	974.0722	 	823.4407	1037.1273	 
130	745.2038	30.859491	 	1111.3776	194.46344	 	802.5613	218.66692	 	1179.5316	273.66052	 	637.7253	285.85056	 	1321.1189	386.54465	 	1198.6826	446.95612	 	974.5964	715.9083	 	743.3702	776.44165	 	648.10803	783.09546	 	840.34265	825.33734	 	177.93402	898.2481	 	664.86017	891.0697	 	48.089066	901.6314	 	1265.2112	938.4093	 	531.13947	974.4548	 	823.225	1037.5374	 
131	745.7106	30.695162	 	1111.9592	193.88234	 	802.28455	218.67047	 	1179.7438	273.65088	 	638.1246	285.28656	 	1321.2957	386.14432	 	1199.2843	446.53357	 	975.0615	715.02454	 	742.9792	775.63477	 	648.2171	782.49963	 	840.4123	825.32654	 	178.4997	897.0038	 	665.17914	890.5472	 	47.973717	901.3432	 	1265.7814	937.36707	 	531.2531	973.9069	 	823.81793	1036.8153	 
132	744.95355	30.732588	 	1111.1039	194.08112	 	801.56506	218.85948	 	1179.3583	274.11432	 	637.72723	285.67236	 	1320.666	386.69843	 	1198.675	446.66678	 	974.64355	714.8442	 	742.3237	776.071	 	647.7363	782.5203	 	839.4377	825.4188	 	177.81485	897.8046	 	664.71545	891.0902	 	47.652653	901.7192	 	1265.2682	937.53986	 	531.33417	974.26624	 	823.3831	1036.9033	 
133	745.0238	30.494987	 	1111.2241	194.07448	 	801.6818	218.62762	 	1179.6222	273.57248	 	638.0222	285.2887	 	1320.8656	386.6852	 	1198.7864	446.2277	 	975.08203	714.789	 	743.14594	775.86993	 	648.3671	782.4033	 	839.7854	825.3288	 	178.29604	897.6483	 	664.76086	891.1249	 	47.91028	901.5185	 	1265.8131	936.992	 	531.8188	973.9114	 	823.3752	1035.9187	 
134	745.2304	30.538155	 	1110.9607	194.28397	 	801.9801	218.06613	 	1179.5361	273.77005	 	638.012	285.04675	 	1320.754	386.68497	 	1198.8087	446.5889	 	974.8508	715.0167	 	742.8554	775.531	 	647.7927	782.42706	 	839.8913	824.7849	 	177.78285	897.39307	 	664.4707	890.9772	 	48.086197	901.4524	 	1265.3152	936.86633	 	531.3357	973.87396	 	823.2667	1035.7434	 
135	745.3096	30.359375	 	1110.8411	194.08951	 	801.63513	218.26785	 	1178.8433	273.7556	 	637.79083	284.983	 	1320.4465	386.69113	 	1198.7015	446.33466	 	974.4325	715.41473	 	742.6576	775.2112	 	647.88104	782.6697	 	839.4695	824.5501	 	177.4564	897.8951	 	664.0865	890.8463	 	48.183823	901.5	 	1265.3147	936.9689	 	530.99567	973.69806	 	823.3473	1035.2897	 
136	745.5178	30.264956	 	1111.0085	194.02997	 	801.71265	217.7078	 	1178.8314	273.48618	 	638.10547	284.66565	 	1320.6104	385.7146	 	1198.6067	445.54028	 	974.6415	714.8699	 	743.11395	774.51855	 	648.0762	782.5041	 	839.8147	823.35693	 	177.30516	898.08844	 	664.3525	890.9893	 	48.436028	901.1347	 	1265.4852	936.53107	 	531.2791	973.2842	 	823.17865	1034.9187	 
137	745.4544	30.405867	 	1110.568	194.81587	 	801.2288	217.83548	 	1178.01	273.99097	 	637.8427	284.81335	 	1320.3497	385.75558	 	1197.9265	445.3208	 	973.7108	715.4118	 	742.69977	774.9941	 	647.3208	782.8118	 	839.42303	823.75006	 	176.794	898.2898	 	664.1244	891.63043	 	48.051308	901.41974	 	1265.1171	936.453	 	531.18365	973.69214	 	823.15894	1035.1785	 
138	745.449	30.30388	 	1111.2329	194.846	 	801.33563	217.3691	 	1178.294	274.1041	 	638.17035	284.83374	 	1320.7849	385.6868	 	1197.9203	445.97284	 	974.2536	715.35706	 	743.32806	774.8405	 	647.71423	783.23584	 	840.3361	823.6145	 	177.11539	897.85034	 	664.5497	891.578	 	48.588043	901.49	 	1265.5259	936.5213	 	531.5376	973.67737	 	823.72144	1035.1713	 
139	745.2957	30.538092	 	1111.123	195.351	 	800.7384	217.5271	 	1178.1459	274.45676	 	637.9562	284.98303	 	1320.485	385.75565	 	1197.762	445.74725	 	973.9056	715.3596	 	743.2083	775.2238	 	646.98	783.0268	 	839.5712	824.015	 	176.26282	897.7162	 	664.0742	891.7608	 	48.082523	901.88513	 	1265.3062	936.5237	 	531.3166	973.4887	 	823.9141	1035.3821	 
140	745.5133	30.682953	 	1111.4971	195.9309	 	800.29254	217.91338	 	1178.3315	274.9386	 	637.7653	285.29526	 	1320.5183	386.13458	 	1197.8273	445.8484	 	973.6555	715.32806	 	743.37463	775.46594	 	647.5556	783.4177	 	839.7547	824.11255	 	176.13962	898.1787	 	664.4006	891.87775	 	48.112675	902.4607	 	1265.101	937.17395	 	531.36725	973.48517	 	824.08966	1035.9764	 
141	746.0025	30.492876	 	1111.6168	196.42656	 	800.24304	217.84056	 	1178.7273	273.9791	 	638.14825	285.07092	 	1320.6335	385.90863	 	1198.1302	446.01202	 	973.6163	715.8293	 	743.6467	775.044	 	648.3036	783.3674	 	839.5449	823.6542	 	175.8033	897.6093	 	664.8897	891.2417	 	48.10047	902.0592	 	1265.1097	937.0439	 	531.71796	973.4072	 	823.94305	1036.0743	 
142	745.71027	30.654293	 	1111.5199	197.05872	 	799.3974	218.06134	 	1178.3915	274.55594	 	637.6987	285.60666	 	1320.494	386.62195	 	1197.9474	446.61963	 	973.40607	716.66736	 	743.4364	775.75226	 	648.2152	783.7674	 	839.41876	824.4296	 	175.81253	897.78406	 	664.57306	891.61365	 	48.04043	902.2774	 	1264.476	937.7177	 	531.4207	974.0646	 	823.70123	1037.1226	 
143	745.71277	30.548258	 	1111.967	197.08621	 	799.7363	217.98793	 	1178.6887	274.28912	 	637.9167	285.38736	 	1320.4647	386.48917	 	1198.4382	445.99802	 	974.1095	716.7105	 	743.3487	775.9546	 	648.6833	783.7	 	839.8701	823.83136	 	176.0012	897.3953	 	664.5787	891.6358	 	48.526516	902.4708	 	1264.8319	937.2348	 	531.1289	973.778	 	823.867	1037.2312	 
144	745.3843	30.395203	 	1111.3597	196.693	 	799.4231	217.99557	 	1178.5536	273.8745	 	637.9746	285.27057	 	1320.429	386.48917	 	1198.327	445.90973	 	974.29315	716.0748	 	743.9221	776.0958	 	649.097	783.5778	 	840.0626	823.63635	 	176.36809	897.2179	 	664.6923	891.516	 	48.396347	902.31213	 	1264.9141	937.1967	 	530.6214	973.35364	 	823.9231	1036.8032	 
145	745.2599	30.54384	 	1111.2004	196.84676	 	799.3952	219.05377	 	1178.5404	274.21106	 	637.6729	285.52603	 	1320.5006	387.12567	 	1198.066	446.37122	 	973.79913	715.8361	 	743.7755	776.5691	 	649.0038	783.42084	 	839.7726	824.1506	 	176.61859	897.031	 	664.4651	891.6893	 	48.374557	902.5963	 	1264.6506	937.9396	 	530.6118	973.8204	 	824.0987	1037.3801	 
146	745.7268	30.352306	 	1111.6567	196.25032	 	799.6657	218.84143	 	1179.208	273.4406	 	638.17847	285.0757	 	1320.7482	386.95175	 	1198.3186	446.29724	 	974.17194	715.004	 	744.4535	776.4015	 	649.4344	783.26385	 	840.4601	824.1805	 	176.94504	896.19604	 	664.6162	891.6231	 	49.2092	902.6429	 	1264.9493	937.747	 	531.053	973.21204	 	824.34247	1037.393	 
147	745.25836	30.551174	 	1111.4304	196.59512	 	799.1404	219.07562	 	1179.1263	273.83804	 	637.79474	285.39902	 	1320.2755	387.5458	 	1197.5913	446.95633	 	973.44727	715.17017	 	743.94403	776.5003	 	648.8516	783.0949	 	839.69257	824.5925	 	176.65387	896.2072	 	664.08875	891.6923	 	48.932873	902.54987	 	1264.8352	937.60846	 	530.6141	973.3159	 	823.86487	1037.6389	 
148	745.7614	30.300848	 	1111.7682	196.45448	 	799.29736	218.68956	 	1179.8263	273.5644	 	638.1662	284.9637	 	1320.5477	387.38776	 	1198.5289	447.02945	 	973.96796	715.0961	 	744.38684	775.5684	 	649.0325	782.31683	 	840.4518	823.50653	 	176.78337	895.48627	 	664.3694	891.2436	 	49.189228	901.62213	 	1265.2557	937.0492	 	530.9427	972.784	 	824.34814	1037.1195	 
149	745.6227	30.362099	 	1111.1583	196.41827	 	799.05505	218.99327	 	1179.2355	273.46912	 	637.9714	284.96555	 	1320.2572	387.32986	 	1198.6002	446.9134	 	974.1633	715.6608	 	744.1757	775.25	 	648.6171	782.1092	 	840.28046	823.0544	 	176.68526	895.8948	 	664.43427	890.62964	 	48.979588	901.2677	 	1265.3588	936.8185	 	531.071	972.3881	 	824.60547	1036.9354	 
150	745.42896	30.471405	 	1110.9037	196.49577	 	799.02295	219.42094	 	1178.8849	273.60992	 	637.76025	285.18045	 	1320.2205	387.2301	 	1198.5126	447.4062	 	973.9842	716.4399	 	744.175	775.75024	 	648.2603	782.4459	 	839.93744	823.24854	 	176.5522	896.4286	 	664.7066	891.0035	 	48.641552	901.65424	 	1265.228	936.9701	 	530.96234	972.54376	 	824.2961	1037.0507	 
151	745.68744	30.367455	 	1111.5092	195.86723	 	799.51276	218.78549	 	1178.9446	273.6911	 	638.1399	284.8226	 	1320.35	386.83917	 	1199.4005	446.92215	 	973.965	716.10516	 	744.2648	775.5933	 	648.6415	782.3001	 	840.57434	822.59045	 	176.64427	895.17804	 	665.43805	890.5334	 	49.142773	901.1695	 	1265.7692	937.00586	 	530.17664	972.12683	 	824.5244	1036.6111	 
152	745.41547	30.413336	 	1111.2213	196.23793	 	799.1347	219.08774	 	1178.485	273.81595	 	637.7898	285.17215	 	1319.7361	387.4985	 	1198.6747	447.0665	 	973.5829	716.33734	 	743.6381	776.24567	 	648.10486	782.172	 	839.7002	823.0733	 	175.9886	895.423	 	664.9575	890.4795	 	48.939846	901.38586	 	1265.4163	937.2094	 	529.8484	972.489	 	823.98193	1037.0608	 
153	745.784	30.408016	 	1111.9912	195.95094	 	799.5398	218.79222	 	1178.6758	273.4465	 	637.9947	284.90518	 	1320.1576	387.4151	 	1199.2263	446.71948	 	974.0682	716.30493	 	744.13965	776.1799	 	648.8709	781.6588	 	840.57983	822.4977	 	175.58865	895.07623	 	665.36835	890.3109	 	49.443184	901.1635	 	1265.4534	937.2434	 	530.49524	972.0979	 	824.572	1036.9207	 
154	745.7836	30.363464	 	1111.655	195.95653	 	799.4457	219.1264	 	1178.4828	273.70404	 	638.0239	285.1394	 	1319.6178	387.2165	 	1199.3004	447.0969	 	973.82275	716.37366	 	744.07117	776.4211	 	648.8594	781.86346	 	840.921	822.34894	 	175.2961	895.17523	 	665.4517	890.72144	 	49.574787	901.54584	 	1265.5052	937.5253	 	530.2006	972.1107	 	824.2525	1036.8757	 
155	745.4895	30.474434	 	1111.2319	196.38184	 	798.93304	219.02762	 	1178.7642	274.27765	 	637.67596	285.29538	 	1319.4475	387.4813	 	1198.7517	447.6624	 	973.92444	716.3129	 	743.8933	776.631	 	648.38116	782.1629	 	840.91815	822.7669	 	174.98422	895.8869	 	665.07574	890.9882	 	49.4897	901.5724	 	1264.96	937.8181	 	530.02563	972.39294	 	824.5253	1036.6129	 
156	745.764	30.389263	 	1111.6781	195.82942	 	799.32196	218.90947	 	1179.0363	273.65378	 	638.05096	284.97034	 	1319.6465	387.3158	 	1198.7228	447.45605	 	974.4449	715.79974	 	744.0838	776.02704	 	648.3274	782.09143	 	841.0274	822.61285	 	175.58266	895.2236	 	665.49066	890.5921	 	49.78983	900.70074	 	1265.2322	937.4332	 	530.7076	971.9202	 	825.0666	1036.2388	 
157	745.32495	30.522093	 	1110.9456	196.72653	 	798.9669	218.94455	 	1178.6708	273.98505	 	637.6747	285.3883	 	1319.2627	387.59006	 	1198.387	447.6927	 	973.9848	716.3068	 	743.82434	776.4739	 	647.9292	782.8234	 	841.04364	823.5207	 	175.02028	895.0374	 	665.15643	891.2896	 	49.84109	901.1059	 	1264.4207	937.8114	 	530.6676	971.8029	 	824.48944	1036.4515	 
158	745.81995	30.413357	 	1111.3732	196.17535	 	799.6133	218.91626	 	1179.5024	273.90424	 	638.0894	285.1715	 	1319.3617	387.48312	 	1198.749	447.5264	 	974.1192	715.8618	 	743.8996	776.1315	 	647.8553	782.8	 	841.501	823.5575	 	175.61064	894.57697	 	665.51624	891.1551	 	50.446655	901.1142	 	1264.8878	937.3737	 	531.13666	971.36224	 	824.385	1036.4388	 
159	745.6955	30.253181	 	1111.2208	196.05443	 	799.5849	218.723	 	1179.0483	274.41742	 	637.94617	285.18808	 	1319.0205	387.4979	 	1198.6287	447.57483	 	973.7352	716.1461	 	743.51306	776.48694	 	647.54205	783.1801	 	842.1146	823.2215	 	175.02194	894.9068	 	665.41473	891.3306	 	50.35109	901.2431	 	1264.3447	937.4535	 	530.7864	971.0579	 	824.2507	1036.4133	 
160	745.5148	30.390388	 	1111.6848	196.43805	 	799.4572	218.67876	 	1178.8807	274.65942	 	637.74084	285.4484	 	1318.9008	388.03226	 	1198.0968	447.5006	 	973.90656	715.8931	 	743.7945	776.16394	 	647.4096	783.30524	 	841.82477	823.3131	 	175.35033	895.17426	 	664.85596	891.7437	 	50.192104	900.8262	 	1264.1232	937.7991	 	530.76447	971.11554	 	824.4009	1036.5	 
161	745.9057	30.392677	 	1111.9946	196.46915	 	800.1739	218.0541	 	1179.1334	274.55136	 	638.2116	285.14688	 	1319.5884	387.27512	 	1199.3573	447.88428	 	974.4227	715.3895	 	744.22046	776.1469	 	647.69495	783.3289	 	841.85974	823.13995	 	175.59828	894.7702	 	665.2156	891.32465	 	50.353615	900.68756	 	1264.2535	937.34814	 	531.3306	970.86816	 	824.70197	1036.604	 
162	745.7294	30.69793	 	1112.1443	196.2871	 	799.9073	218.58601	 	1178.8274	274.649	 	637.81714	285.59744	 	1319.1455	387.827	 	1198.701	448.27255	 	973.9069	715.68463	 	743.59247	776.5888	 	647.2301	784.13837	 	841.74426	823.35815	 	174.84866	895.2992	 	665.0842	891.8913	 	50.161465	900.64014	 	1263.5613	937.6762	 	531.11194	970.89404	 	824.6049	1036.9283	 
163	745.8208	30.749073	 	1112.2804	196.15723	 	800.1623	218.12505	 	1179.2821	274.59335	 	637.974	285.26505	 	1319.2477	387.71375	 	1198.9055	448.07764	 	973.72205	715.9161	 	743.81055	776.42096	 	647.9646	784.27594	 	841.79767	823.29895	 	174.60234	894.7704	 	665.251	891.9281	 	50.110115	900.3324	 	1263.8799	937.45404	 	531.7277	970.69257	 	824.84125	1036.8993	 
164	745.934	30.681328	 	1112.2822	196.30898	 	800.2305	218.3624	 	1179.2821	274.53143	 	638.0431	285.1822	 	1318.7937	387.61398	 	1198.6637	447.75543	 	974.5922	715.9484	 	744.2161	776.305	 	647.88446	783.8374	 	841.78625	823.2076	 	174.56567	895.14526	 	665.363	891.6114	 	49.672222	900.234	 	1263.8412	937.3303	 	532.009	970.33124	 	824.628	1036.8108	 
165	745.71924	30.648087	 	1112.4338	196.89761	 	799.8312	218.45256	 	1179.2183	275.27655	 	637.7419	285.28214	 	1318.5009	388.05115	 	1198.0906	447.92566	 	974.4209	716.2192	 	743.9091	776.22784	 	648.09296	783.7009	 	841.5997	823.31635	 	174.73096	895.3593	 	665.401	891.7076	 	49.29281	900.4885	 	1264.272	937.33606	 	532.00433	970.4761	 	824.1073	1036.2698	 
166	745.9634	30.453283	 	1112.5403	196.79428	 	800.15784	217.69179	 	1179.5802	275.08224	 	638.15845	284.93307	 	1318.932	388.3382	 	1198.0542	447.56354	 	974.55084	715.91797	 	743.9991	775.66547	 	647.9964	783.53064	 	842.1575	822.3263	 	174.62361	894.9188	 	665.6889	891.50604	 	49.433453	900.5097	 	1264.8495	936.86884	 	532.4005	970.0938	 	824.3297	1036.0156	 
167	745.5126	30.532204	 	1112.006	197.09914	 	799.8737	217.30128	 	1179.3029	275.38458	 	637.7678	285.17578	 	1318.7499	388.8437	 	1197.5316	448.07547	 	974.14557	716.13	 	743.2359	775.71893	 	647.5041	783.4611	 	841.8993	822.53314	 	174.24843	894.68365	 	665.55725	891.644	 	49.18395	901.0196	 	1264.4695	936.80176	 	532.0099	970.1446	 	823.53064	1036.2659	 
168	745.93054	30.348011	 	1112.1819	196.67056	 	799.72687	216.92351	 	1179.8021	275.25876	 	638.11096	284.94058	 	1319.3772	388.83826	 	1197.5236	447.81943	 	973.9967	715.9143	 	743.65137	775.979	 	647.8288	783.3201	 	842.1518	823.21185	 	174.22829	894.7174	 	665.54755	891.37244	 	49.445034	900.37506	 	1264.9584	936.49817	 	532.3784	969.7288	 	823.8269	1036.0942	 
169	745.57367	30.378736	 	1111.6254	196.90053	 	800.0559	216.92879	 	1180.3093	274.97504	 	637.88947	284.82153	 	1319.4873	388.8866	 	1197.4067	447.61075	 	973.3618	715.8925	 	743.62006	775.77783	 	647.26776	783.1482	 	841.9643	823.3971	 	174.00798	894.5111	 	664.9306	891.40015	 	49.11238	900.4076	 	1264.6616	936.5275	 	532.2907	969.37445	 	823.7609	1036.1477	 
170	745.45233	30.540535	 	1111.889	197.54474	 	800.3716	217.45598	 	1180.4523	275.45038	 	637.8447	285.25232	 	1319.3827	389.3975	 	1197.2421	447.75153	 	973.76746	716.71216	 	743.70807	776.11847	 	647.04407	783.7417	 	841.68176	823.6544	 	173.95758	895.11584	 	664.8673	892.2084	 	49.00456	900.8302	 	1264.794	936.5793	 	532.5924	969.55084	 	824.30554	1036.576	 
171	745.4758	30.263582	 	1112.1938	197.18156	 	801.2247	216.807	 	1180.7803	274.69525	 	638.14825	284.82776	 	1319.3448	388.81924	 	1197.503	446.91467	 	973.6232	716.4522	 	743.97906	775.49695	 	647.35815	783.4306	 	841.3924	823.3871	 	174.56783	895.12634	 	665.6909	891.702	 	48.837845	900.27313	 	1265.119	935.93427	 	532.888	969.0682	 	824.56964	1035.9663	 
172	745.17	30.512068	 	1112.0808	197.83301	 	800.39844	217.68945	 	1180.6775	274.60123	 	637.68665	285.2745	 	1318.6685	389.1902	 	1197.1151	447.46677	 	973.2561	717.1987	 	743.67114	776.3212	 	647.3968	784.24176	 	840.8628	824.11304	 	174.1945	895.6283	 	665.52924	892.4168	 	48.342167	900.5159	 	1264.497	936.7305	 	532.83563	969.3155	 	823.985	1036.4319	 
173	745.5736	30.635551	 	1112.024	197.97005	 	800.80945	217.69101	 	1180.8446	274.65598	 	638.06085	285.27036	 	1318.9473	388.9049	 	1197.6101	447.5506	 	973.4403	717.5034	 	744.2724	776.6168	 	647.69727	784.551	 	841.69794	824.276	 	174.47444	895.8263	 	665.8508	892.05054	 	48.827656	900.3629	 	1264.9257	936.4141	 	533.1542	969.8974	 	824.435	1036.8839	 
174	745.6031	30.665632	 	1112.1583	197.23134	 	800.733	218.17752	 	1181.1718	274.70648	 	637.9126	285.43124	 	1319.3375	389.37762	 	1197.6351	447.79193	 	973.64526	717.4308	 	743.741	776.74805	 	647.04565	784.0994	 	841.6886	823.6573	 	173.80844	895.2542	 	665.71027	892.6137	 	48.099236	899.9158	 	1264.5608	936.6058	 	532.4547	970.3374	 	824.21967	1036.9406	 
175	745.4465	30.79642	 	1112.0859	197.74048	 	800.9185	218.64133	 	1181.4026	275.26324	 	637.75586	285.70422	 	1318.9937	389.9106	 	1197.9188	447.70346	 	973.1616	717.8229	 	742.94824	777.4184	 	646.4919	784.40704	 	841.42645	823.4373	 	173.41304	895.4704	 	665.6658	892.5006	 	47.719772	900.2296	 	1264.1393	936.73425	 	532.04584	970.3187	 	824.1283	1037.0902	 
176	745.7969	30.682463	 	1112.7612	197.27405	 	801.2742	217.95413	 	1181.8339	274.8983	 	638.12573	285.26358	 	1318.9462	389.6824	 	1197.9043	446.9845	 	973.14575	717.19727	 	743.60974	777.17346	 	646.585	783.7893	 	840.9416	823.4208	 	173.68716	894.8017	 	665.78674	891.6141	 	47.92206	899.3903	 	1264.5599	936.7008	 	532.7237	969.3681	 	824.2365	1036.6401	 
177	745.58246	30.72296	 	1112.3273	197.48412	 	800.7453	218.48447	 	1181.7786	275.36536	 	637.7728	285.6402	 	1318.2919	389.6942	 	1197.1257	447.45062	 	972.8249	717.4848	 	743.44855	777.3387	 	646.4509	783.6527	 	839.8326	823.76324	 	173.67778	895.3339	 	665.4083	891.54675	 	47.818718	899.3755	 	1264.1775	936.8537	 	532.39105	969.85626	 	823.30176	1036.6106	 
178	745.78674	30.685062	 	1112.2769	197.04314	 	800.5951	217.89944	 	1182.6748	274.33914	 	638.07556	285.19934	 	1317.9738	389.58975	 	1197.8591	446.9968	 	973.5329	717.43054	 	743.74457	777.1508	 	647.1075	782.72784	 	840.1136	824.1027	 	173.84807	895.12634	 	665.27734	891.2644	 	48.035526	899.3165	 	1263.9161	936.91095	 	533.0709	969.4566	 	823.2737	1036.2266	 
179	745.7398	30.664173	 	1112.2737	196.97932	 	800.45953	217.8991	 	1182.7773	274.31796	 	638.0904	285.15298	 	1318.0835	389.712	 	1198.1649	447.2695	 	973.88513	717.2436	 	744.12616	776.8699	 	647.059	782.7731	 	840.3376	823.58405	 	174.57185	894.8656	 	665.41187	890.9914	 	47.245663	899.40765	 	1263.957	936.6996	 	532.8714	968.78156	 	823.0542	1036.33	 
180	745.45044	30.626144	 	1111.9407	197.00928	 	800.4684	218.48785	 	1182.2761	274.45987	 	637.85175	285.22925	 	1318.0875	389.94962	 	1198.2279	447.29987	 	973.93445	717.6569	 	743.7418	776.5452	 	646.9068	782.5971	 	840.2658	823.95917	 	174.32877	895.3173	 	665.13257	890.8202	 	47.143402	899.13666	 	1263.6185	936.6216	 	532.91046	968.66626	 	822.61743	1036.877	 
181	745.7064	30.353327	 	1112.23	196.97786	 	800.434	218.22218	 	1182.9839	274.29224	 	638.2375	284.75696	 	1318.57	389.59143	 	1198.2859	446.5865	 	974.1028	716.93823	 	743.7995	776.1171	 	647.31146	782.2358	 	840.4583	823.6238	 	174.74174	894.9829	 	665.49786	890.027	 	47.89028	898.5221	 	1264.3536	935.7171	 	533.20197	969.03955	 	823.36005	1037.1078	 
182	745.20935	30.394161	 	1112.1885	197.14938	 	799.2747	217.84433	 	1182.1631	274.5653	 	637.69104	285.02866	 	1317.8169	389.96378	 	1197.3856	447.03876	 	973.86523	717.5006	 	743.3232	776.24384	 	646.8238	782.7416	 	839.9708	823.72925	 	174.10657	895.0726	 	664.78436	890.25934	 	47.447525	899.4773	 	1263.7124	936.25854	 	532.7043	969.4635	 	823.1832	1037.2036	 
183	745.4609	30.404882	 	1112.8008	197.49666	 	799.282	217.43016	 	1182.0479	274.74036	 	638.0358	284.9071	 	1318.0627	389.5124	 	1197.5406	446.62195	 	974.4047	717.5978	 	743.6003	776.1921	 	647.0302	782.6523	 	840.4845	823.7707	 	174.55855	894.87225	 	664.9478	890.3298	 	47.762337	899.9927	 	1264.0455	936.21967	 	533.3247	968.809	 	823.24475	1037.115	 
184	745.447	30.320263	 	1113.0302	197.79364	 	799.4039	217.5752	 	1181.9834	275.22958	 	638.08746	284.86212	 	1318.2065	389.22668	 	1197.4479	446.49478	 	974.7835	717.7767	 	743.596	776.15906	 	647.2237	783.5891	 	839.9554	823.4321	 	174.54962	894.63806	 	664.9829	890.41296	 	47.922398	899.6881	 	1263.5887	935.8601	 	533.318	968.368	 	823.16296	1036.5404	 
185	745.1412	30.42437	 	1113.2618	198.22694	 	799.1504	218.03178	 	1181.5564	275.60117	 	637.68066	285.16287	 	1317.8002	390.19055	 	1197.268	446.96448	 	975.0327	718.06714	 	743.235	776.63574	 	646.93317	784.0654	 	839.3618	823.61414	 	173.92647	895.0012	 	664.4925	890.7152	 	47.616158	899.57666	 	1263.3926	935.91754	 	533.2793	968.8039	 	822.6333	1036.7537	 
